#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
118237at50557_411798_0:000ee6|STRG.2125.2:0-620|+       -            207 118237at50557        -            167   9.3e-87  288.1   0.0   1   1   2.8e-88   1.6e-86  287.4   0.0    11   167    22   200     1   200 0.90 -
118237at50557_144034_0:0012bb|STRG.2125.1:221-631|+     -            137 118237at50557        -            167   8.7e-57  190.6   0.0   1   1   3.1e-58   1.7e-56  189.7   0.0    55   167     1   130     1   130 0.93 -
118237at50557_56086_0:002463|STRG.19661.1:288-797|+     -            170 118237at50557        -            167   2.9e-49  166.1   0.1   1   1   9.9e-51   5.4e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.19661.2:293-802|+     -            170 118237at50557        -            167   2.9e-49  166.1   0.1   1   1   9.9e-51   5.4e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.19661.3:219-728|+     -            170 118237at50557        -            167   2.9e-49  166.1   0.1   1   1   9.9e-51   5.4e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.19661.4:185-694|+     -            170 118237at50557        -            167   2.9e-49  166.1   0.1   1   1   9.9e-51   5.4e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_7070_0:00080a|STRG.19661.5:27-497|+       -            157 118237at50557        -            167   5.9e-49  165.2   0.1   1   1     2e-50   1.1e-48  164.3   0.1    12   152     4   157     2   157 0.90 -
118237at50557_121845_0:0047c3|STRG.19737.1:152-670|+    -            173 118237at50557        -            167   2.6e-48  163.1   0.0   1   1   7.1e-50   3.9e-48  162.5   0.0    12   155    17   173     6   173 0.90 -
118237at50557_121845_0:0047c3|STRG.19737.2:447-1038|+   -            173 118237at50557        -            167   2.6e-48  163.1   0.0   1   1   7.1e-50   3.9e-48  162.5   0.0    12   155    17   173     6   173 0.90 -
118237at50557_121845_0:0047c3|STRG.19737.3:152-743|+    -            173 118237at50557        -            167   2.6e-48  163.1   0.0   1   1   7.1e-50   3.9e-48  162.5   0.0    12   155    17   173     6   173 0.90 -
118237at50557_28612_0:004a80|STRG.11943.1:51-539|+      -            163 118237at50557        -            167   1.5e-46  157.3   0.0   1   1   6.4e-48   3.5e-46  156.2   0.0    14   160     2   161     1   163 0.89 -
118237at50557_121845_0:0047c3|STRG.11450.3:139-663|+    -            175 118237at50557        -            167   2.4e-38  130.7   0.1   1   1   5.9e-40   3.2e-38  130.2   0.1    12   161    11   173     5   175 0.87 -
118237at50557_121845_0:0047c3|STRG.11450.1:139-654|+    -            172 118237at50557        -            167   5.6e-38  129.4   0.1   1   1   1.4e-39   7.5e-38  129.0   0.1    12   156    11   168     5   172 0.87 -
118237at50557_7539_0:0029ad|STRG.10570.1:387-842|+      -            152 118237at50557        -            167   1.3e-35  121.8   0.1   1   1   3.3e-37   1.8e-35  121.3   0.1    15   153     1   152     1   152 0.91 -
118237at50557_7539_0:0029ad|STRG.10570.2:160-615|+      -            152 118237at50557        -            167   1.3e-35  121.8   0.1   1   1   3.3e-37   1.8e-35  121.3   0.1    15   153     1   152     1   152 0.91 -
118237at50557_7070_0:00080a|STRG.11998.1:118-663|+      -            182 118237at50557        -            167   1.1e-34  118.7   0.0   1   1   1.3e-35   7.4e-34  116.1   0.0    10   159    17   179     8   182 0.83 -
117348at50557_7425_0:0012b0|STRG.11450.2:115-802|+      -            172 118237at50557        -            167   1.2e-33  115.4   0.2   1   1   3.6e-35     2e-33  114.7   0.2    11   156    18   168     4   172 0.81 -
118237at50557_13164_0:001264|STRG.8138.1:39-512|+       -            158 118237at50557        -            167     2e-33  114.6   0.0   1   1   4.9e-35   2.7e-33  114.2   0.0    13   153     5   158     2   158 0.91 -
117348at50557_110193_0:002167|STRG.11998.2:30-506|+     -            159 118237at50557        -            167   1.4e-31  108.6   0.0   1   1   1.9e-32     1e-30  105.8   0.0    19   159     1   154     1   158 0.84 -
118237at50557_7070_0:00080a|STRG.10809.1:1146-1622|+    -            159 118237at50557        -            167   2.7e-28   97.9   0.0   1   1   5.7e-30   3.1e-28   97.8   0.0    13   141     1   134     1   151 0.87 -
117348at50557_104452_0:003894|STRG.12875.2:146-655|+    -            170 118237at50557        -            167   1.1e-27   96.0   0.0   1   1   3.4e-29   1.9e-27   95.2   0.0    12   159     5   169     1   170 0.83 -
