#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109573at50557_103372_0:0023c7|STRG.19317.1:0-653|+      -            218 109573at50557        -            185  1.3e-107  356.3   0.0   1   1  3.2e-109  1.6e-107  356.0   0.0     1   182     1   198     1   200 0.96 -
107216at50557_103372_0:00094d|STRG.12139.1:143-709|+    -            189 109573at50557        -            185   9.4e-51  170.9   0.1   1   1   2.4e-52   1.2e-50  170.6   0.1     7   180     2   186     1   188 0.90 -
107216at50557_103372_0:00094d|STRG.18724.1:353-997|+    -            215 109573at50557        -            185     2e-45  153.6   0.1   1   1   5.4e-47   2.7e-45  153.2   0.1     5   176     7   187     4   193 0.92 -
107216at50557_103372_0:00094d|STRG.18724.2:353-997|+    -            215 109573at50557        -            185     2e-45  153.6   0.1   1   1   5.4e-47   2.7e-45  153.2   0.1     5   176     7   187     4   193 0.92 -
107216at50557_103372_0:00094d|STRG.12139.3:0-527|+      -            176 109573at50557        -            185   2.6e-45  153.2   0.0   1   1   6.8e-47   3.4e-45  152.8   0.0    20   180     2   173     1   175 0.89 -
107216at50557_121845_0:004a6e|STRG.12139.2:134-717|+    -            190 109573at50557        -            185     7e-43  145.3   0.1   1   1   1.7e-44   8.6e-43  145.0   0.1     6   180     4   183     1   187 0.89 -
107216at50557_103372_0:00094d|STRG.18724.3:57-662|+     -            202 109573at50557        -            185   3.2e-42  143.1   0.0   1   1     8e-44     4e-42  142.8   0.0    13   176     2   174     1   180 0.92 -
104262at50557_39758_0:003743|STRG.8006.1:6-617|+        -            204 109573at50557        -            185   1.4e-40  137.8   0.1   1   1   3.8e-42   1.9e-40  137.4   0.1     5   166     2   172     1   181 0.86 -
107216at50557_110193_0:000c8b|STRG.9147.1:30-608|+      -            193 109573at50557        -            185   2.3e-39  133.8   0.5   1   1   6.6e-41   3.3e-39  133.3   0.5     4   171     7   185     5   192 0.87 -
104262at50557_132113_0:00109a|STRG.3897.1:197-706|+     -            170 109573at50557        -            185   1.5e-38  131.1   0.1   1   1   3.7e-40   1.8e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
104262at50557_132113_0:00109a|STRG.3897.2:197-706|+     -            170 109573at50557        -            185   1.5e-38  131.1   0.1   1   1   3.7e-40   1.8e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
104262at50557_132113_0:00109a|STRG.3897.3:197-706|+     -            170 109573at50557        -            185   1.5e-38  131.1   0.1   1   1   3.7e-40   1.8e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
107216at50557_51655_0:0016fc|STRG.14620.1:1771-2367|+   -            199 109573at50557        -            185   1.5e-38  131.1   0.0   1   1     4e-40     2e-38  130.8   0.0     7   167     7   177     4   190 0.85 -
107216at50557_7038_0:002032|STRG.14620.2:794-1357|+     -            188 109573at50557        -            185   3.3e-37  126.8   0.0   1   1   8.6e-39   4.2e-37  126.4   0.0     8   166    15   183    10   186 0.85 -
104262at50557_411798_0:001745|STRG.18960.1:3-518|+      -            172 109573at50557        -            185   1.1e-36  125.1   0.2   1   1   2.6e-38   1.3e-36  124.9   0.2     5   163     4   171     1   172 0.87 -
104262at50557_103372_0:002a03|STRG.10410.3:190-849|+    -            220 109573at50557        -            185   3.4e-36  123.5   0.9   1   1   8.7e-38   4.3e-36  123.2   0.9     3   167    11   184     9   191 0.86 -
104262at50557_103372_0:002a03|STRG.10410.2:442-1107|+   -            222 109573at50557        -            185   3.5e-36  123.4   0.9   1   1   8.9e-38   4.4e-36  123.1   0.9     3   167    13   186    11   193 0.86 -
104262at50557_103372_0:002a03|STRG.10410.1:1-1102|+     -            238 109573at50557        -            185   4.4e-36  123.1   0.9   1   1   1.1e-37   5.6e-36  122.8   0.9     3   167    29   202    27   209 0.86 -
104262at50557_64793_0:001dc9|STRG.10410.6:0-779|+       -            260 109573at50557        -            185   5.6e-36  122.8   0.9   1   1   1.5e-37   7.4e-36  122.4   0.9     3   167    51   224    49   231 0.86 -
104262at50557_64793_0:001dc9|STRG.10410.5:634-1742|+    -            260 109573at50557        -            185   5.6e-36  122.8   0.9   1   1   1.5e-37   7.4e-36  122.4   0.9     3   167    51   224    49   231 0.86 -
104262at50557_64793_0:001dc9|STRG.10410.4:634-1622|+    -            260 109573at50557        -            185   5.6e-36  122.8   0.9   1   1   1.5e-37   7.4e-36  122.4   0.9     3   167    51   224    49   231 0.86 -
107216at50557_7004_0:001b36|STRG.14280.1:3-566|+        -            188 109573at50557        -            185   2.4e-35  120.7   0.0   1   1   5.8e-37   2.9e-35  120.5   0.0     6   165     3   170     1   184 0.86 -
107216at50557_29031_0:0026ef|STRG.16996.1:20-436|+      -            139 109573at50557        -            185   1.7e-34  118.0   0.0   1   1   3.9e-36   1.9e-34  117.8   0.0    41   165     1   134     1   139 0.90 -
106023at50557_456900_0:0019f7|STRG.15057.1:924-1571|+   -            216 109573at50557        -            185   2.4e-34  117.4   0.0   1   1   6.1e-36     3e-34  117.1   0.0     9   162    22   184    19   214 0.90 -
106023at50557_456900_0:0019f7|STRG.15057.3:1051-1698|+  -            216 109573at50557        -            185   2.4e-34  117.4   0.0   1   1   6.1e-36     3e-34  117.1   0.0     9   162    22   184    19   214 0.90 -
106023at50557_456900_0:0019f7|STRG.15057.4:151-886|+    -            216 109573at50557        -            185   2.4e-34  117.4   0.0   1   1   6.1e-36     3e-34  117.1   0.0     9   162    22   184    19   214 0.90 -
104262at50557_610380_0:000ef5|STRG.8367.3:3-623|+       -            207 109573at50557        -            185   2.4e-34  117.4   0.1   1   1   6.1e-36     3e-34  117.1   0.1     6   165     2   176     1   183 0.87 -
106023at50557_456900_0:0019f7|STRG.15057.5:1851-2501|+  -            217 109573at50557        -            185   2.5e-34  117.4   0.0   1   1   6.2e-36   3.1e-34  117.1   0.0     9   162    23   185    20   215 0.90 -
106023at50557_34720_0:001fd2|STRG.15057.6:1951-2935|+   -            232 109573at50557        -            185     3e-34  117.1   0.0   1   1   7.7e-36   3.8e-34  116.8   0.0     9   162    38   200    35   230 0.90 -
106023at50557_609295_0:001bec|STRG.15057.2:32-934|+     -            301 109573at50557        -            185   6.3e-34  116.1   0.1   1   1   1.8e-35   8.8e-34  115.6   0.1     9   162   107   269   104   294 0.90 -
108755at50557_178035_0:0020de|STRG.10032.2:235-861|+    -            209 109573at50557        -            185   2.9e-33  113.9   0.1   1   1   7.7e-35   3.8e-33  113.5   0.1     9   159    13   172    10   189 0.87 -
108755at50557_456900_0:000c82|STRG.10032.1:0-634|+      -            207 109573at50557        -            185   2.9e-33  113.9   0.1   1   1   7.9e-35   3.9e-33  113.5   0.1     9   159    13   172    10   186 0.87 -
104262at50557_104421_0:0019e6|STRG.16833.1:9-494|+      -            162 109573at50557        -            185   7.2e-32  109.4   0.0   1   1   1.6e-33   7.7e-32  109.3   0.0     8   154     4   159     1   162 0.84 -
107216at50557_7038_0:002032|STRG.14620.3:389-775|+      -            129 109573at50557        -            185   1.1e-31  108.8   0.0   1   1   2.4e-33   1.2e-31  108.7   0.0     8   114    15   122    10   129 0.89 -
106023at50557_7038_0:002188|STRG.4649.1:3-548|+         -            182 109573at50557        -            185   1.5e-30  105.1   0.0   1   1   3.6e-32   1.8e-30  104.8   0.0    11   158     6   152     3   169 0.89 -
129498at50557_103372_0:001a9c|STRG.12999.1:4163-4861|+  -            233 109573at50557        -            185   5.9e-30  103.1   0.1   1   1   1.5e-31   7.2e-30  102.9   0.1     7   171     9   182     1   213 0.88 -
129498at50557_103372_0:001a9c|STRG.12999.3:0-698|+      -            233 109573at50557        -            185   5.9e-30  103.1   0.1   1   1   1.5e-31   7.2e-30  102.9   0.1     7   171     9   182     1   213 0.88 -
104262at50557_411798_0:001745|STRG.1308.1:128-718|+     -            197 109573at50557        -            185   7.7e-29   99.5   0.1   1   1     2e-30   9.8e-29   99.2   0.1    23   165     1   152     1   161 0.89 -
106023at50557_7038_0:002188|STRG.4649.2:226-729|+       -            168 109573at50557        -            185   1.2e-28   98.8   0.0   1   1   2.8e-30   1.4e-28   98.7   0.0    20   158     1   138     1   155 0.88 -
106023at50557_37001_0:0016d5|STRG.6758.1:3-512|+        -            170 109573at50557        -            185   2.1e-28   98.1   0.1   1   1   5.3e-30   2.6e-28   97.8   0.1    10   158     8   169     5   170 0.88 -
106023at50557_39758_0:004d29|STRG.6758.2:122-658|+      -            179 109573at50557        -            185   2.4e-28   97.9   0.1   1   1   6.3e-30   3.1e-28   97.5   0.1    10   158    17   178    13   179 0.88 -
104262at50557_132113_0:00109a|STRG.9220.1:519-1067|+    -            183 109573at50557        -            185   3.2e-26   91.0   0.0   1   1   7.1e-28   3.5e-26   90.8   0.0     5   137     9   141     5   171 0.87 -
104262at50557_132113_0:00109a|STRG.9220.2:519-1067|+    -            183 109573at50557        -            185   3.2e-26   91.0   0.0   1   1   7.1e-28   3.5e-26   90.8   0.0     5   137     9   141     5   171 0.87 -
109797at50557_83485_0:000ec1|STRG.6890.1:452-1357|+     -            302 109573at50557        -            185     1e-25   89.3   0.0   1   1   2.9e-27   1.5e-25   88.8   0.0     3   145    20   160    18   198 0.80 -
108755at50557_121225_0:0004e7|STRG.5838.2:66-557|+      -            164 109573at50557        -            185   2.7e-25   88.0   0.1   1   1   6.6e-27   3.3e-25   87.7   0.1    11   146     5   139     3   158 0.91 -
109573at50557_7004_0:003472|STRG.12139.2:325-702|+      -            126 109573at50557        -            185   4.4e-25   87.3   0.1   1   1     1e-26   5.2e-25   87.0   0.1    69   180     1   124     1   126 0.87 -
107216at50557_51655_0:0016fc|STRG.12147.1:785-1288|+    -            168 109573at50557        -            185   1.3e-24   85.7   0.0   1   1   3.2e-26   1.6e-24   85.4   0.0    11   153    10   167     5   168 0.82 -
107216at50557_51655_0:0016fc|STRG.12147.2:785-1288|+    -            168 109573at50557        -            185   1.3e-24   85.7   0.0   1   1   3.2e-26   1.6e-24   85.4   0.0    11   153    10   167     5   168 0.82 -
107216at50557_51655_0:0016fc|STRG.12147.3:785-1288|+    -            168 109573at50557        -            185   1.3e-24   85.7   0.0   1   1   3.2e-26   1.6e-24   85.4   0.0    11   153    10   167     5   168 0.82 -
107216at50557_51655_0:0016fc|STRG.12147.4:57-560|+      -            168 109573at50557        -            185   1.3e-24   85.7   0.0   1   1   3.2e-26   1.6e-24   85.4   0.0    11   153    10   167     5   168 0.82 -
107216at50557_51655_0:0016fc|STRG.12147.5:57-560|+      -            168 109573at50557        -            185   1.3e-24   85.7   0.0   1   1   3.2e-26   1.6e-24   85.4   0.0    11   153    10   167     5   168 0.82 -
104262at50557_28612_0:0030d7|STRG.3488.1:170-805|+      -            212 109573at50557        -            185   3.4e-24   84.4   0.2   1   1   1.1e-25   5.4e-24   83.7   0.2     8   166     7   181     1   199 0.76 -
104262at50557_28612_0:0030d7|STRG.3488.2:678-1313|+     -            212 109573at50557        -            185   3.4e-24   84.4   0.2   1   1   1.1e-25   5.4e-24   83.7   0.2     8   166     7   181     1   199 0.76 -
