#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
41619at50557_34720_0:0004fb|STRG.2499.1:0-1415|+      -            472 41619at50557         -            431  1.2e-181  603.1  14.2   1   1  1.8e-181  2.4e-179  595.5  14.2    58   431     5   426     3   426 0.91 -
46658at50557_28612_0:0048c7|STRG.7557.1:93-1241|+     -            383 41619at50557         -            431   2.4e-58  196.8   0.0   1   1     3e-60   4.1e-58  196.0   0.0     1   341     7   355     7   364 0.86 -
29312at50557_116153_0:001f21|STRG.11241.1:602-1690|+  -            363 41619at50557         -            431   1.3e-54  184.5   0.1   1   1   1.4e-56   1.9e-54  183.9   0.1     1   342     2   355     2   360 0.85 -
46658at50557_211228_0:001f32|STRG.15721.1:185-1279|+  -            365 41619at50557         -            431   7.5e-54  182.0   0.3   1   1   8.5e-56   1.2e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
46658at50557_211228_0:001f32|STRG.15721.2:185-1279|+  -            365 41619at50557         -            431   7.5e-54  182.0   0.3   1   1   8.5e-56   1.2e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
46658at50557_211228_0:001f32|STRG.15721.3:177-1271|+  -            365 41619at50557         -            431   7.5e-54  182.0   0.3   1   1   8.5e-56   1.2e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
46658at50557_1155016_0:0008f1|STRG.11029.1:105-1208|+ -            368 41619at50557         -            431   8.5e-51  171.9   0.1   1   1     1e-52   1.4e-50  171.2   0.1     1   342     1   347     1   361 0.88 -
46658at50557_83485_0:000f8c|STRG.18079.2:499-1689|+   -            397 41619at50557         -            431   1.7e-50  170.9   1.5   1   1   2.1e-52   2.9e-50  170.2   1.5     1   342    10   354    10   364 0.86 -
65449at50557_7237_0:000776|STRG.9810.1:15-1172|+      -            386 41619at50557         -            431   1.7e-50  170.9   1.0   1   1   1.8e-52   2.5e-50  170.4   1.0     1   355     3   367     3   382 0.84 -
46658at50557_83485_0:000f8c|STRG.18079.4:0-1331|+     -            444 41619at50557         -            431   2.3e-50  170.5   1.4   1   1   2.8e-52   3.8e-50  169.8   1.4     1   342    57   401    57   411 0.86 -
46658at50557_219809_0:0017ae|STRG.18079.1:515-1864|+  -            450 41619at50557         -            431   2.4e-50  170.4   1.4   1   1     3e-52   4.1e-50  169.7   1.4     1   342    63   407    63   417 0.86 -
46658at50557_219809_0:0017ae|STRG.18079.3:490-1839|+  -            450 41619at50557         -            431   2.4e-50  170.4   1.4   1   1     3e-52   4.1e-50  169.7   1.4     1   342    63   407    63   417 0.86 -
65449at50557_42026_0:002fbc|STRG.6856.1:123-1436|+    -            438 41619at50557         -            431   1.3e-48  164.7   0.0   1   1   1.4e-50   1.9e-48  164.2   0.0     1   341     1   353     1   428 0.81 -
65449at50557_7274_0:002e60|STRG.8836.1:11-1513|+      -            501 41619at50557         -            431   2.3e-48  163.9   0.1   1   1   3.2e-50   4.4e-48  163.0   0.1     8   374    21   399    16   454 0.76 -
29312at50557_34720_0:0009c1|STRG.4761.1:0-2303|+      -            768 41619at50557         -            431   6.5e-48  162.4   0.0   1   1   6.9e-50   9.5e-48  161.9   0.0     1   343   256   610   256   645 0.83 -
18450at50557_1155016_0:0026c2|STRG.8105.1:1096-2298|+ -            401 41619at50557         -            431     7e-46  155.7   0.0   1   1   9.9e-48   1.4e-45  154.8   0.0     3   340    17   376    15   388 0.82 -
35385at50557_37001_0:001231|STRG.14122.1:519-1847|+   -            443 41619at50557         -            431   7.9e-46  155.5   0.0   1   1     9e-48   1.2e-45  154.9   0.0     9   343    61   408    53   418 0.86 -
35385at50557_7375_0:0001af|STRG.10700.1:294-1628|+    -            445 41619at50557         -            431   1.8e-45  154.4   0.0   1   1   2.5e-47   3.4e-45  153.5   0.0     1   342    51   405    51   416 0.87 -
18450at50557_144034_0:001371|STRG.16149.1:3-2858|+    -            952 41619at50557         -            431   3.2e-45  153.5   0.0   1   1   4.7e-47   6.4e-45  152.5   0.0     6   343   297   647   292   656 0.85 -
35385at50557_7370_0:001aad|STRG.6736.3:1322-2602|+    -            427 41619at50557         -            431   4.8e-45  153.0   0.0   1   1     6e-47   8.3e-45  152.2   0.0    10   342    68   411    62   423 0.87 -
35385at50557_7370_0:001aad|STRG.6736.1:1012-2319|+    -            436 41619at50557         -            431   4.8e-45  152.9   0.0   1   1   6.1e-47   8.3e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.6736.2:1194-2501|+    -            436 41619at50557         -            431   4.8e-45  152.9   0.0   1   1   6.1e-47   8.3e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_7370_0:001aad|STRG.6736.4:567-1874|+     -            436 41619at50557         -            431   4.8e-45  152.9   0.0   1   1   6.1e-47   8.3e-45  152.2   0.0    10   343    68   412    62   425 0.87 -
35385at50557_37001_0:001231|STRG.14120.2:6-1328|+     -            441 41619at50557         -            431   5.5e-45  152.8   0.0   1   1   6.2e-47   8.5e-45  152.1   0.0     3   339    49   398    47   412 0.88 -
35385at50557_37001_0:001231|STRG.14120.1:224-1558|+   -            445 41619at50557         -            431   5.7e-45  152.7   0.0   1   1   6.4e-47   8.8e-45  152.1   0.0     3   339    53   402    51   416 0.88 -
35385at50557_7375_0:0001af|STRG.10700.2:294-2122|+    -            445 41619at50557         -            431   1.2e-44  151.7   0.0   1   1   1.6e-46   2.2e-44  150.8   0.0     1   342    51   405    51   416 0.87 -
35385at50557_35570_0:00290c|STRG.3302.1:884-2128|+    -            415 41619at50557         -            431   1.5e-44  151.3   0.0   1   2   2.1e-18   2.8e-16   58.2   0.0     1    63    11    73    11    76 0.96 -
35385at50557_35570_0:00290c|STRG.3302.1:884-2128|+    -            415 41619at50557         -            431   1.5e-44  151.3   0.0   2   2   2.7e-28   3.6e-26   90.7   0.0    66   342    95   381    91   387 0.83 -
35385at50557_7370_0:001aad|STRG.9379.1:679-2733|+     -            685 41619at50557         -            431   2.9e-43  147.1   0.0   1   1   3.2e-45   4.4e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
35385at50557_7370_0:001aad|STRG.9379.2:679-2733|+     -            685 41619at50557         -            431   2.9e-43  147.1   0.0   1   1   3.2e-45   4.4e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
35385at50557_7370_0:001aad|STRG.9379.3:342-2396|+     -            685 41619at50557         -            431   2.9e-43  147.1   0.0   1   1   3.2e-45   4.4e-43  146.5   0.0     1   343    91   446    91   458 0.87 -
46658at50557_28612_0:0048c7|STRG.3957.1:218-1402|+    -            395 41619at50557         -            431   3.1e-42  143.7   2.0   1   1   4.6e-44   6.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
46658at50557_28612_0:0048c7|STRG.3957.2:218-1402|+    -            395 41619at50557         -            431   3.1e-42  143.7   2.0   1   1   4.6e-44   6.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
46658at50557_28612_0:0048c7|STRG.3957.3:218-2572|+    -            395 41619at50557         -            431   3.1e-42  143.7   2.0   1   1   4.6e-44   6.4e-42  142.7   2.0     1   342    18   367    18   379 0.85 -
