#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
41619at50557_34720_0:0004fb|STRG.15395.1:9-1574|+      -            522 41619at50557         -            431  9.3e-207  685.9  12.8   1   1  5.4e-207  6.6e-205  679.8  12.8    13   431     1   476     1   476 0.92 -
41619at50557_211228_0:0019b4|STRG.15395.3:9-1521|+     -            497 41619at50557         -            431  3.2e-205  680.8   5.5   1   1  3.8e-207  4.6e-205  680.3   5.5    13   431     1   456     1   456 0.93 -
41619at50557_91411_0:000658|STRG.15395.2:9-1720|+      -            499 41619at50557         -            431  9.2e-201  666.1   6.0   1   1  1.1e-202  1.3e-200  665.6   6.0    13   431     1   455     1   455 0.93 -
43304at50557_568069_0:003ee6|STRG.1063.1:128-1432|+    -            435 41619at50557         -            431   6.8e-62  208.5   0.6   1   1   8.3e-64     1e-61  208.0   0.6     2   346    20   369    19   378 0.87 -
46658at50557_28612_0:0048c7|STRG.8031.1:173-1294|+     -            374 41619at50557         -            431   1.3e-58  197.7   0.1   1   1   1.8e-60   2.2e-58  197.0   0.1     1   345     7   358     7   365 0.86 -
46658at50557_28612_0:0048c7|STRG.8031.2:145-1266|+     -            374 41619at50557         -            431   1.3e-58  197.7   0.1   1   1   1.8e-60   2.2e-58  197.0   0.1     1   345     7   358     7   365 0.86 -
29312at50557_116153_0:001f21|STRG.754.1:597-1736|+     -            380 41619at50557         -            431   3.8e-55  186.3   0.3   1   1   4.6e-57   5.6e-55  185.7   0.3     1   342     2   355     2   367 0.85 -
46658at50557_211228_0:001f32|STRG.2777.1:222-1316|+    -            365 41619at50557         -            431   7.8e-54  182.0   0.3   1   1   9.9e-56   1.2e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
65449at50557_29030_0:002ae7|STRG.9651.1:87-1244|+      -            386 41619at50557         -            431   7.5e-52  175.4   0.8   1   1   8.8e-54   1.1e-51  174.9   0.8     1   356     3   368     3   382 0.85 -
46658at50557_219809_0:0017ae|STRG.12806.1:520-1869|+   -            450 41619at50557         -            431     3e-50  170.1   1.4   1   1   4.2e-52   5.1e-50  169.4   1.4     1   342    63   407    63   417 0.86 -
46658at50557_219809_0:0017ae|STRG.12806.2:269-1618|+   -            450 41619at50557         -            431     3e-50  170.1   1.4   1   1   4.2e-52   5.1e-50  169.4   1.4     1   342    63   407    63   417 0.86 -
65449at50557_42026_0:002fbc|STRG.8663.1:610-1923|+     -            438 41619at50557         -            431   5.1e-49  166.1   0.1   1   1   6.6e-51   8.1e-49  165.4   0.1     1   340     1   352     1   421 0.82 -
65449at50557_42026_0:002fbc|STRG.8663.2:539-1852|+     -            438 41619at50557         -            431   5.1e-49  166.1   0.1   1   1   6.6e-51   8.1e-49  165.4   0.1     1   340     1   352     1   421 0.82 -
29312at50557_34720_0:0009c1|STRG.14062.1:95-2398|+     -            768 41619at50557         -            431   6.7e-48  162.4   0.0   1   1   7.9e-50   9.7e-48  161.9   0.0     1   343   256   610   256   646 0.82 -
18450at50557_1155016_0:0026c2|STRG.14400.1:1004-2206|+ -            401 41619at50557         -            431   5.2e-46  156.2   0.0   1   1   9.2e-48   1.1e-45  155.1   0.0     3   338    17   374    15   380 0.82 -
