#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109573at50557_103372_0:0023c7|STRG.6778.1:486-1139|+   -            218 109573at50557        -            185  1.2e-107  356.4   0.0   1   1  2.6e-109  1.5e-107  356.1   0.0     1   182     1   198     1   200 0.96 -
107216at50557_103372_0:00094d|STRG.1945.1:162-728|+    -            189 109573at50557        -            185   9.7e-51  170.9   0.1   1   1   2.2e-52   1.2e-50  170.6   0.1     7   180     2   186     1   188 0.90 -
107216at50557_39758_0:004d90|STRG.4905.1:279-821|+     -            181 109573at50557        -            185   1.4e-45  154.2   0.0   1   1     3e-47   1.7e-45  153.8   0.0     6   165     8   176     5   181 0.91 -
107216at50557_103372_0:00094d|STRG.3688.1:377-1021|+   -            215 109573at50557        -            185   2.1e-45  153.6   0.1   1   1   4.8e-47   2.8e-45  153.2   0.1     5   176     7   187     4   193 0.92 -
104262at50557_39758_0:003743|STRG.14799.2:602-1216|+   -            205 109573at50557        -            185   1.1e-40  138.2   0.1   1   1   2.4e-42   1.4e-40  137.8   0.1     5   169     2   174     1   186 0.85 -
104262at50557_39758_0:003743|STRG.14799.1:602-1213|+   -            204 109573at50557        -            185   1.5e-40  137.8   0.1   1   1   3.4e-42     2e-40  137.4   0.1     5   166     2   172     1   181 0.86 -
107216at50557_110193_0:000c8b|STRG.12301.2:350-928|+   -            193 109573at50557        -            185   1.9e-39  134.1   0.5   1   1   4.7e-41   2.7e-39  133.6   0.5     4   171     7   185     5   192 0.87 -
107216at50557_13164_0:0032c6|STRG.568.3:1037-1579|+    -            181 109573at50557        -            185   1.5e-38  131.2   0.0   1   1   3.5e-40     2e-38  130.8   0.0     7   166     7   176     4   179 0.85 -
107216at50557_13164_0:0032c6|STRG.568.4:916-1458|+     -            181 109573at50557        -            185   1.5e-38  131.2   0.0   1   1   3.5e-40     2e-38  130.8   0.0     7   166     7   176     4   179 0.85 -
104262at50557_132113_0:00109a|STRG.9844.1:235-744|+    -            170 109573at50557        -            185   1.6e-38  131.1   0.1   1   1   3.3e-40   1.9e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
104262at50557_411798_0:001745|STRG.7758.1:385-912|+    -            176 109573at50557        -            185   4.8e-37  126.3   0.2   1   1   9.6e-39   5.5e-37  126.1   0.2     1   163     4   175     4   176 0.87 -
107216at50557_7038_0:002032|STRG.568.1:385-918|+       -            178 109573at50557        -            185   3.2e-36  123.6   0.0   1   1   6.9e-38     4e-36  123.3   0.0     8   160    15   177    10   178 0.85 -
107216at50557_7038_0:002032|STRG.568.2:676-1209|+      -            178 109573at50557        -            185   3.2e-36  123.6   0.0   1   1   6.9e-38     4e-36  123.3   0.0     8   160    15   177    10   178 0.85 -
104262at50557_132113_0:00109a|STRG.7527.1:459-935|+    -            159 109573at50557        -            185   1.1e-35  121.9   0.1   1   1   2.1e-37   1.2e-35  121.8   0.1     6   153     3   158     1   159 0.87 -
107216at50557_7004_0:001b36|STRG.14714.3:542-1105|+    -            188 109573at50557        -            185   2.5e-35  120.7   0.0   1   1   5.2e-37     3e-35  120.5   0.0     6   165     3   170     1   184 0.86 -
104262at50557_103372_0:002a03|STRG.14299.1:1-1022|+    -            217 109573at50557        -            185   1.5e-34  118.2   0.7   1   1   3.6e-36   2.1e-34  117.7   0.7     3   164    26   178    24   187 0.84 -
104262at50557_64793_0:001dc9|STRG.14299.2:616-1341|+   -            242 109573at50557        -            185     2e-34  117.8   0.7   1   1     5e-36   2.9e-34  117.3   0.7     3   164    51   203    49   212 0.84 -
107216at50557_56086_0:000591|STRG.2111.1:136-642|+     -            169 109573at50557        -            185     2e-34  117.7   0.1   1   1     4e-36   2.3e-34  117.6   0.1    10   156     9   164     3   169 0.87 -
104262at50557_29053_0:001062|STRG.16692.3:417-1058|+   -            214 109573at50557        -            185     2e-34  117.7   0.1   1   1   4.9e-36   2.8e-34  117.3   0.1     6   165     9   183     5   190 0.86 -
106023at50557_34720_0:001fd2|STRG.3308.1:918-1577|+    -            220 109573at50557        -            185   2.7e-34  117.4   0.0   1   1   5.8e-36   3.3e-34  117.0   0.0     9   162    26   188    23   218 0.90 -
106023at50557_67767_0:00110a|STRG.3308.3:158-826|+     -            223 109573at50557        -            185   2.8e-34  117.3   0.0   1   1   6.1e-36   3.5e-34  117.0   0.0     9   162    29   191    26   221 0.90 -
106023at50557_34720_0:001fd2|STRG.3308.4:368-1063|+    -            232 109573at50557        -            185   3.1e-34  117.1   0.0   1   1   6.9e-36     4e-34  116.8   0.0     9   162    38   200    35   230 0.90 -
106023at50557_456900_0:0019f7|STRG.3308.2:370-1098|+   -            243 109573at50557        -            185   3.6e-34  116.9   0.0   1   1     8e-36   4.6e-34  116.6   0.0     9   162    49   211    46   241 0.90 -
107216at50557_7004_0:001b36|STRG.14714.2:563-1430|+    -            183 109573at50557        -            185   6.7e-34  116.1   0.1   1   1   1.4e-35     8e-34  115.8   0.1     6   165     3   165     1   179 0.85 -
107216at50557_7004_0:001b36|STRG.14714.1:563-1752|+    -            194 109573at50557        -            185   2.7e-33  114.1   0.0   1   1   5.8e-35   3.3e-33  113.8   0.0     6   165     3   176     1   190 0.82 -
108755at50557_178035_0:0020de|STRG.10765.2:251-877|+   -            209 109573at50557        -            185     3e-33  113.9   0.1   1   1   6.9e-35     4e-33  113.5   0.1     9   159    13   172    10   189 0.87 -
108755at50557_456900_0:000c82|STRG.10765.1:251-906|+   -            214 109573at50557        -            185   3.4e-33  113.8   0.1   1   1   7.9e-35   4.5e-33  113.3   0.1     9   159    13   172    10   186 0.87 -
104262at50557_104421_0:0019e6|STRG.6104.1:11-520|+     -            170 109573at50557        -            185   6.2e-32  109.6   0.0   1   1   1.3e-33   7.4e-32  109.4   0.0     6   154    10   167     6   170 0.84 -
107216at50557_7038_0:002032|STRG.568.5:442-828|+       -            129 109573at50557        -            185   1.1e-31  108.8   0.0   1   1   2.2e-33   1.2e-31  108.7   0.0     8   114    15   122    10   129 0.89 -
129498at50557_103372_0:001a9c|STRG.15507.1:423-1127|+  -            235 109573at50557        -            185   1.1e-29  102.3   0.1   1   1   2.4e-31   1.4e-29  102.0   0.1     7   171     9   182     1   206 0.88 -
129498at50557_1049336_0:003e46|STRG.4646.1:164-700|+   -            179 109573at50557        -            185   4.6e-29  100.3   0.0   1   1   9.8e-31   5.7e-29  100.0   0.0    11   152    13   153     6   170 0.88 -
106023at50557_39758_0:004d29|STRG.6513.1:124-660|+     -            179 109573at50557        -            185   2.5e-28   97.9   0.1   1   1   5.6e-30   3.2e-28   97.5   0.1    10   158    17   178    13   179 0.88 -
107216at50557_103372_0:00094d|STRG.13597.3:5200-5736|+ -            179 109573at50557        -            185   2.7e-28   97.8   0.1   1   1   5.5e-30   3.2e-28   97.6   0.1     9   163     3   170     1   179 0.82 -
104262at50557_132113_0:00109a|STRG.5677.3:408-956|+    -            183 109573at50557        -            185   3.3e-26   91.0   0.0   1   1   6.3e-28   3.7e-26   90.8   0.0     5   137     9   141     5   171 0.87 -
109797at50557_83485_0:000ec1|STRG.11019.1:371-1276|+   -            302 109573at50557        -            185   1.1e-25   89.3   0.0   1   1   2.6e-27   1.5e-25   88.8   0.0     3   145    20   160    18   198 0.80 -
129498at50557_7029_0:0053a0|STRG.13597.2:5209-5893|+   -            171 109573at50557        -            185   2.5e-25   88.1   0.2   1   1   5.3e-27     3e-25   87.8   0.2    10   161     1   164     1   170 0.81 -
107216at50557_39758_0:004d90|STRG.1934.2:1238-1741|+   -            168 109573at50557        -            185   4.3e-25   87.4   0.0   1   1   9.2e-27   5.3e-25   87.1   0.0    11   145    10   150     5   168 0.83 -
107216at50557_39758_0:004d90|STRG.1934.4:1218-1721|+   -            168 109573at50557        -            185   4.3e-25   87.4   0.0   1   1   9.2e-27   5.3e-25   87.1   0.0    11   145    10   150     5   168 0.83 -
108755at50557_121225_0:0004e7|STRG.10263.1:764-1255|+  -            164 109573at50557        -            185   7.7e-25   86.5   0.1   1   1   1.7e-26   9.5e-25   86.2   0.1    11   146     5   139     3   158 0.91 -
108755at50557_121225_0:0004e7|STRG.10263.2:745-1236|+  -            164 109573at50557        -            185   7.7e-25   86.5   0.1   1   1   1.7e-26   9.5e-25   86.2   0.1    11   146     5   139     3   158 0.91 -
104262at50557_88501_0:0010fe|STRG.6104.2:1266-1697|+   -            144 109573at50557        -            185   1.2e-24   85.8   0.0   1   1   2.2e-26   1.2e-24   85.8   0.0    38   140    19   122     1   144 0.81 -
107216at50557_104452_0:000bc4|STRG.5677.4:431-901|+    -            157 109573at50557        -            185   3.6e-24   84.3   0.0   1   1   8.5e-26   4.9e-24   83.9   0.0     8   106     7   105     2   112 0.93 -
104262at50557_88501_0:0010fe|STRG.8069.3:233-883|+     -            217 109573at50557        -            185   4.5e-24   84.0   0.1   1   1   1.3e-25   7.8e-24   83.3   0.1     7   163    11   183     6   198 0.75 -
104262at50557_88501_0:0010fe|STRG.8069.4:233-883|+     -            217 109573at50557        -            185   4.5e-24   84.0   0.1   1   1   1.3e-25   7.8e-24   83.3   0.1     7   163    11   183     6   198 0.75 -
104262at50557_88501_0:0010fe|STRG.8069.1:620-1303|+    -            228 109573at50557        -            185   5.3e-24   83.8   0.1   1   1   1.6e-25     9e-24   83.1   0.1     7   163    22   194    17   210 0.75 -
104262at50557_88501_0:0010fe|STRG.8069.7:620-1303|+    -            228 109573at50557        -            185   5.3e-24   83.8   0.1   1   1   1.6e-25     9e-24   83.1   0.1     7   163    22   194    17   210 0.75 -
104262at50557_64793_0:001dc9|STRG.8069.2:1504-2211|+   -            236 109573at50557        -            185     6e-24   83.6   0.1   1   1   1.7e-25     1e-23   82.9   0.1     7   163    30   202    25   218 0.75 -
104262at50557_64793_0:001dc9|STRG.8069.5:1504-2211|+   -            236 109573at50557        -            185     6e-24   83.6   0.1   1   1   1.7e-25     1e-23   82.9   0.1     7   163    30   202    25   218 0.75 -
104262at50557_88501_0:0010fe|STRG.8069.6:107-859|+     -            251 109573at50557        -            185   7.1e-24   83.4   0.1   1   1   2.1e-25   1.2e-23   82.6   0.1     7   162    45   216    40   233 0.75 -
129498at50557_42026_0:00277a|STRG.4646.2:359-1060|+    -            226 109573at50557        -            185   8.2e-24   83.2   0.0   1   1   1.9e-25   1.1e-23   82.8   0.0    12   152    20   155    14   178 0.87 -
104262at50557_51655_0:002f35|STRG.9955.3:25-516|+      -            164 109573at50557        -            185   1.6e-23   82.2   0.0   1   1   3.6e-25   2.1e-23   81.9   0.0     8   143     9   149     3   157 0.92 -
107216at50557_139723_0:001fab|STRG.1934.3:1235-1615|+  -            127 109573at50557        -            185   3.6e-21   74.6   0.0   1   1   6.9e-23     4e-21   74.4   0.0    11   113    11   113     6   127 0.88 -
129498at50557_7200_0:0025b6|STRG.16678.1:185-827|+     -            175 109573at50557        -            185   6.2e-21   73.8   0.1   1   1   1.5e-22   8.6e-21   73.3   0.1     9   149     7   149     2   174 0.82 -
129498at50557_7200_0:0025b6|STRG.16678.2:185-780|+     -            175 109573at50557        -            185   6.2e-21   73.8   0.1   1   1   1.5e-22   8.6e-21   73.3   0.1     9   149     7   149     2   174 0.82 -
129498at50557_7200_0:0025b6|STRG.16678.3:109-633|+     -            175 109573at50557        -            185   5.4e-20   70.7   0.1   1   1   1.3e-21   7.5e-20   70.3   0.1     9   149     7   149     2   174 0.82 -
108271at50557_28612_0:005172|STRG.4701.1:222-791|+     -            190 109573at50557        -            185   1.2e-18   66.4   0.0   1   1   2.5e-20   1.5e-18   66.1   0.0     9   164     3   168     2   187 0.87 -
108271at50557_197043_0:002be2|STRG.5891.1:4271-4780|-  -            170 109573at50557        -            185   4.1e-18   64.6   0.0   1   1   8.3e-20   4.8e-18   64.4   0.0    12   161     2   160     1   169 0.84 -
108271at50557_166361_0:003235|STRG.9677.1:409-963|+    -            185 109573at50557        -            185   4.7e-18   64.4   0.0   1   1   9.6e-20   5.5e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_166361_0:003235|STRG.9677.2:406-960|+    -            185 109573at50557        -            185   4.7e-18   64.4   0.0   1   1   9.6e-20   5.5e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_166361_0:003235|STRG.9677.3:421-975|+    -            185 109573at50557        -            185   4.7e-18   64.4   0.0   1   1   9.6e-20   5.5e-18   64.2   0.0    10   164     1   164     1   179 0.83 -
108271at50557_224129_0:0005ad|STRG.6919.1:1027-1569|+  -            181 109573at50557        -            185   4.8e-18   64.4   0.2   1   1     1e-19   5.8e-18   64.1   0.2    11   173     2   173     1   178 0.84 -
108271at50557_224129_0:0005ad|STRG.6919.2:254-796|+    -            181 109573at50557        -            185   4.8e-18   64.4   0.2   1   1     1e-19   5.8e-18   64.1   0.2    11   173     2   173     1   178 0.84 -
104262at50557_13164_0:00360e|STRG.9955.1:459-971|+     -            171 109573at50557        -            185   1.5e-17   62.7   0.0   1   1   3.2e-19   1.8e-17   62.5   0.0    24   143     2   126     1   138 0.91 -
104262at50557_13164_0:00360e|STRG.9955.2:1483-1995|+   -            171 109573at50557        -            185   1.5e-17   62.7   0.0   1   1   3.2e-19   1.8e-17   62.5   0.0    24   143     2   126     1   138 0.91 -
108271at50557_43151_0:001e01|STRG.4860.1:39-596|+      -            186 109573at50557        -            185   1.8e-17   62.5   0.0   1   1   3.7e-19   2.2e-17   62.3   0.0    10   160     1   160     1   176 0.87 -
108271at50557_64793_0:001833|STRG.2665.3:0-602|+       -            201 109573at50557        -            185   2.6e-17   62.0   0.2   1   1   5.8e-19   3.3e-17   61.6   0.2    10   171    12   182     8   198 0.84 -
108271at50557_64793_0:001833|STRG.2665.2:564-1181|+    -            206 109573at50557        -            185   2.8e-17   61.9   0.2   1   1   6.1e-19   3.5e-17   61.6   0.2    10   171    17   187    12   203 0.84 -
108271at50557_64793_0:001833|STRG.2665.1:104-727|+     -            208 109573at50557        -            185   2.9e-17   61.8   0.2   1   1   6.3e-19   3.6e-17   61.5   0.2    10   171    19   189    14   205 0.84 -
108271at50557_286306_0:004073|STRG.2665.4:0-590|+      -            197 109573at50557        -            185   4.2e-17   61.3   0.1   1   1   9.8e-19   5.6e-17   60.9   0.1    10   179    12   190     8   195 0.84 -
129498at50557_7493_0:00132e|STRG.12175.1:340-816|+     -            159 109573at50557        -            185   4.2e-16   58.1   0.0   1   1   8.8e-18     5e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
129498at50557_7493_0:00132e|STRG.12175.2:220-696|+     -            159 109573at50557        -            185   4.2e-16   58.1   0.0   1   1   8.8e-18     5e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
129498at50557_7493_0:00132e|STRG.12175.3:431-907|+     -            159 109573at50557        -            185   4.2e-16   58.1   0.0   1   1   8.8e-18     5e-16   57.8   0.0    10   132     1   122     1   157 0.86 -
140221at50557_568069_0:001a32|STRG.7138.1:119-583|+    -            155 109573at50557        -            185   5.9e-16   57.6   0.0   1   1   1.2e-17     7e-16   57.3   0.0    11   129     1   117     1   131 0.89 -
