#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
104262at50557_103372_0:002a03|STRG.14299.1:1-1022|+    -            217 104262at50557        -            174   7.2e-88  291.8   7.5   1   1   4.4e-89   2.8e-87  289.9   7.5     1   171    24   187    24   190 0.93 -
104262at50557_64793_0:001dc9|STRG.14299.2:616-1341|+   -            242 104262at50557        -            174   1.1e-87  291.3   7.5   1   1   6.4e-89     4e-87  289.4   7.5     1   171    49   212    49   215 0.93 -
104262at50557_411798_0:001745|STRG.7758.1:385-912|+    -            176 104262at50557        -            174   1.2e-50  170.7   1.1   1   1     2e-52   1.3e-50  170.6   1.1     2   155     5   161     4   176 0.92 -
104262at50557_39758_0:003743|STRG.14799.1:602-1213|+   -            204 104262at50557        -            174   3.3e-50  169.2   1.8   1   1   6.1e-52   3.8e-50  169.0   1.8     5   150     2   150     1   176 0.95 -
104262at50557_39758_0:003743|STRG.14799.2:602-1216|+   -            205 104262at50557        -            174   3.6e-50  169.1   1.8   1   1   6.6e-52   4.1e-50  168.9   1.8     5   150     2   150     1   175 0.95 -
104262at50557_132113_0:00109a|STRG.9844.1:235-744|+    -            170 104262at50557        -            174   1.1e-49  167.5   0.3   1   1   2.1e-51   1.3e-49  167.2   0.3     5   150    12   160     8   167 0.95 -
104262at50557_29053_0:001062|STRG.16692.3:417-1058|+   -            214 104262at50557        -            174   1.9e-47  160.2   0.2   1   1   3.9e-49   2.4e-47  159.9   0.2     4   164     7   180     4   189 0.89 -
104262at50557_132113_0:00109a|STRG.7527.1:459-935|+    -            159 104262at50557        -            174     1e-41  141.6   0.9   1   1   1.9e-43   1.2e-41  141.4   0.9     5   150     2   149     1   156 0.95 -
104262at50557_104421_0:0019e6|STRG.6104.1:11-520|+     -            170 104262at50557        -            174   1.8e-40  137.5   0.2   1   1   3.8e-42   2.4e-40  137.1   0.2     5   148     9   155     5   161 0.94 -
107216at50557_110193_0:000c8b|STRG.12301.2:350-928|+   -            193 104262at50557        -            174   3.7e-37  126.7   0.5   1   1   7.1e-39   4.4e-37  126.5   0.5     2   141     5   147     4   175 0.90 -
107216at50557_13164_0:0032c6|STRG.568.3:1037-1579|+    -            181 104262at50557        -            174   3.6e-35  120.3   0.0   1   1   7.2e-37   4.5e-35  119.9   0.0     7   150     7   154     3   163 0.93 -
107216at50557_13164_0:0032c6|STRG.568.4:916-1458|+     -            181 104262at50557        -            174   3.6e-35  120.3   0.0   1   1   7.2e-37   4.5e-35  119.9   0.0     7   150     7   154     3   163 0.93 -
107216at50557_103372_0:00094d|STRG.3688.1:377-1021|+   -            215 104262at50557        -            174   1.1e-34  118.7   0.3   1   1   2.1e-36   1.3e-34  118.4   0.3     2   151     4   156     3   169 0.94 -
107216at50557_39758_0:004d90|STRG.4905.1:279-821|+     -            181 104262at50557        -            174   6.6e-33  112.9   0.1   1   1   1.2e-34   7.7e-33  112.7   0.1     5   150     7   155     3   178 0.94 -
107216at50557_103372_0:00094d|STRG.1945.1:162-728|+    -            189 104262at50557        -            174   3.2e-32  110.7   0.3   1   1     6e-34   3.8e-32  110.4   0.3     6   150     1   148     1   169 0.95 -
108755at50557_178035_0:0020de|STRG.10765.2:251-877|+   -            209 104262at50557        -            174   6.4e-32  109.7   1.0   1   1   1.4e-33   8.7e-32  109.2   1.0     9   150    13   157     8   173 0.94 -
