#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
117348at50557_103372_0:000852|STRG.4767.1:130-744|+    -            205 117348at50557        -            180  1.4e-107  356.5   0.1   1   1  2.3e-109  1.6e-107  356.3   0.1     1   180     1   189     1   189 0.97 -
117348at50557_456900_0:002d4b|STRG.169.1:127-396|+     -             90 117348at50557        -            180   1.6e-52  177.1   1.9   1   1   2.6e-54   1.7e-52  177.0   1.9     1    89     1    89     1    90 0.99 -
118237at50557_121845_0:0047c3|STRG.9734.1:143-667|+    -            175 117348at50557        -            180   6.6e-33  113.2   0.2   1   1   3.3e-34   2.3e-32  111.4   0.2     8   178     2   171     1   173 0.87 -
118237at50557_7070_0:00080a|STRG.10215.1:254-799|+     -            182 117348at50557        -            180     1e-31  109.3   0.1   1   1   2.8e-33   1.9e-31  108.4   0.1     5   178     7   179     3   181 0.87 -
118237at50557_121845_0:0047c3|STRG.16723.1:130-648|+   -            173 117348at50557        -            180   2.9e-30  104.6   0.1   1   1   9.4e-32   6.4e-30  103.5   0.1     3   174     3   173     1   173 0.86 -
118237at50557_121845_0:0047c3|STRG.16723.2:311-829|+   -            173 117348at50557        -            180   2.9e-30  104.6   0.1   1   1   9.4e-32   6.4e-30  103.5   0.1     3   174     3   173     1   173 0.86 -
117348at50557_104452_0:003894|STRG.10938.1:82-591|+    -            170 117348at50557        -            180   3.9e-29  100.9   0.0   1   1   7.2e-31   4.9e-29  100.6   0.0    14   178     2   169     1   170 0.87 -
118237at50557_56086_0:002463|STRG.16663.1:271-780|+    -            170 117348at50557        -            180     3e-28   98.0   0.1   1   1   7.7e-30   5.2e-28   97.2   0.1    12   170    12   169     5   170 0.84 -
118237at50557_56086_0:002463|STRG.16663.2:265-774|+    -            170 117348at50557        -            180     3e-28   98.0   0.1   1   1   7.7e-30   5.2e-28   97.2   0.1    12   170    12   169     5   170 0.84 -
118237at50557_56086_0:002463|STRG.16663.3:529-1038|+   -            170 117348at50557        -            180     3e-28   98.0   0.1   1   1   7.7e-30   5.2e-28   97.2   0.1    12   170    12   169     5   170 0.84 -
118237at50557_56086_0:002463|STRG.16663.4:494-1003|+   -            170 117348at50557        -            180     3e-28   98.0   0.1   1   1   7.7e-30   5.2e-28   97.2   0.1    12   170    12   169     5   170 0.84 -
118237at50557_56086_0:002463|STRG.16663.5:562-1071|+   -            170 117348at50557        -            180     3e-28   98.0   0.1   1   1   7.7e-30   5.2e-28   97.2   0.1    12   170    12   169     5   170 0.84 -
118237at50557_13164_0:001264|STRG.6959.1:113-586|+     -            158 117348at50557        -            180   6.5e-28   96.9   0.1   1   1   1.8e-29   1.2e-27   96.0   0.1    17   171     4   157     2   158 0.88 -
118237at50557_13164_0:001264|STRG.6959.2:112-585|+     -            158 117348at50557        -            180   6.5e-28   96.9   0.1   1   1   1.8e-29   1.2e-27   96.0   0.1    17   171     4   157     2   158 0.88 -
117348at50557_110193_0:002167|STRG.10215.2:252-728|+   -            159 117348at50557        -            180   1.4e-27   95.9   0.0   1   1   3.5e-29   2.4e-27   95.1   0.0    24   178     1   154     1   156 0.88 -
118237at50557_28612_0:004a80|STRG.10168.1:537-1025|+   -            163 117348at50557        -            180   3.6e-27   94.5   0.0   1   1   1.3e-28   8.7e-27   93.2   0.0    20   176     3   158     1   162 0.83 -
111939at50557_103372_0:001457|STRG.1949.1:76-633|+     -            186 117348at50557        -            180   4.5e-26   90.9   0.0   1   1   9.9e-28   6.7e-26   90.4   0.0     7   177    10   180     1   183 0.85 -
118237at50557_7539_0:0029ad|STRG.9001.1:387-842|+      -            152 117348at50557        -            180   1.8e-23   82.4   0.2   1   1   5.8e-25   3.9e-23   81.3   0.2    20   171     1   151     1   152 0.84 -
118237at50557_411798_0:000ee6|STRG.1858.1:18-638|+     -            207 117348at50557        -            180   1.8e-22   79.2   0.0   1   1     4e-24   2.7e-22   78.6   0.0    18   178    24   192    12   195 0.74 -
118237at50557_7070_0:00080a|STRG.9206.1:1292-1768|+    -            159 117348at50557        -            180   3.1e-22   78.4   0.0   1   1   7.6e-24   5.2e-22   77.7   0.0    20   160     3   144     1   159 0.79 -
118237at50557_7070_0:00080a|STRG.9206.2:1450-1926|+    -            159 117348at50557        -            180   3.1e-22   78.4   0.0   1   1   7.6e-24   5.2e-22   77.7   0.0    20   160     3   144     1   159 0.79 -
118237at50557_144034_0:0012bb|STRG.1858.2:221-631|+    -            137 117348at50557        -            180   4.9e-18   64.7   0.0   1   1   8.9e-20   6.1e-18   64.4   0.0    68   178     1   122     1   125 0.78 -
118237at50557_1155016_0:0017e6|STRG.9206.3:1143-1478|+ -            112 117348at50557        -            180   5.2e-18   64.6   0.0   1   1   1.5e-19     1e-17   63.7   0.0    20   130     3   112     1   112 0.85 -
