#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
118237at50557_411798_0:000ee6|STRG.1858.1:18-638|+     -            207 118237at50557        -            167   1.1e-86  288.1   0.0   1   1   2.7e-88   1.8e-86  287.4   0.0    11   167    22   200     1   200 0.90 -
118237at50557_144034_0:0012bb|STRG.1858.2:221-631|+    -            137 118237at50557        -            167     1e-56  190.6   0.0   1   1     3e-58     2e-56  189.7   0.0    55   167     1   130     1   130 0.93 -
118237at50557_56086_0:002463|STRG.16663.1:271-780|+    -            170 118237at50557        -            167   3.4e-49  166.1   0.1   1   1   9.5e-51   6.3e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.16663.2:265-774|+    -            170 118237at50557        -            167   3.4e-49  166.1   0.1   1   1   9.5e-51   6.3e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.16663.3:529-1038|+   -            170 118237at50557        -            167   3.4e-49  166.1   0.1   1   1   9.5e-51   6.3e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.16663.4:494-1003|+   -            170 118237at50557        -            167   3.4e-49  166.1   0.1   1   1   9.5e-51   6.3e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_56086_0:002463|STRG.16663.5:562-1071|+   -            170 118237at50557        -            167   3.4e-49  166.1   0.1   1   1   9.5e-51   6.3e-49  165.3   0.1     9   152    14   170     5   170 0.87 -
118237at50557_121845_0:0047c3|STRG.16723.1:130-648|+   -            173 118237at50557        -            167   3.1e-48  163.1   0.0   1   1   6.9e-50   4.5e-48  162.5   0.0    12   155    17   173     6   173 0.90 -
118237at50557_121845_0:0047c3|STRG.16723.2:311-829|+   -            173 118237at50557        -            167   3.1e-48  163.1   0.0   1   1   6.9e-50   4.5e-48  162.5   0.0    12   155    17   173     6   173 0.90 -
118237at50557_28612_0:004a80|STRG.10168.1:537-1025|+   -            163 118237at50557        -            167   1.7e-46  157.3   0.0   1   1   6.1e-48   4.1e-46  156.2   0.0    14   160     2   161     1   163 0.89 -
118237at50557_121845_0:0047c3|STRG.9734.1:143-667|+    -            175 118237at50557        -            167   2.8e-38  130.7   0.1   1   1   5.7e-40   3.8e-38  130.2   0.1    12   161    11   173     5   175 0.87 -
118237at50557_7539_0:0029ad|STRG.9001.1:387-842|+      -            152 118237at50557        -            167   1.5e-35  121.8   0.1   1   1   3.2e-37   2.1e-35  121.3   0.1    15   153     1   152     1   152 0.91 -
118237at50557_7070_0:00080a|STRG.10215.1:254-799|+     -            182 118237at50557        -            167   1.3e-34  118.7   0.0   1   1   1.3e-35   8.6e-34  116.1   0.0    10   159    17   179     8   182 0.83 -
118237at50557_13164_0:001264|STRG.6959.1:113-586|+     -            158 118237at50557        -            167   2.3e-33  114.6   0.0   1   1   4.7e-35   3.1e-33  114.2   0.0    13   153     5   158     2   158 0.91 -
118237at50557_13164_0:001264|STRG.6959.2:112-585|+     -            158 118237at50557        -            167   2.3e-33  114.6   0.0   1   1   4.7e-35   3.1e-33  114.2   0.0    13   153     5   158     2   158 0.91 -
117348at50557_110193_0:002167|STRG.10215.2:252-728|+   -            159 118237at50557        -            167   1.6e-31  108.6   0.0   1   1   1.8e-32   1.2e-30  105.8   0.0    19   159     1   154     1   158 0.84 -
118237at50557_7070_0:00080a|STRG.9206.1:1292-1768|+    -            159 118237at50557        -            167   3.2e-28   97.9   0.0   1   1   5.5e-30   3.6e-28   97.8   0.0    13   141     1   134     1   151 0.87 -
