#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
41619at50557_34720_0:0004fb|STRG.2175.1:130-1770|+    -            547 41619at50557         -            431  2.9e-215  714.0  15.7   1   1  3.8e-215  4.7e-213  706.8  15.7     1   431    14   501    14   501 0.91 -
43304at50557_568069_0:003ee6|STRG.16896.1:184-1485|+  -            434 41619at50557         -            431   3.7e-62  209.6   0.6   1   1   4.5e-64   5.6e-62  209.0   0.6     2   346    20   369    19   378 0.87 -
46658at50557_28612_0:0048c7|STRG.6452.1:117-1265|+    -            383 41619at50557         -            431   2.8e-58  196.8   0.0   1   1   3.9e-60   4.8e-58  196.0   0.0     1   341     7   355     7   364 0.86 -
29312at50557_116153_0:001f21|STRG.9559.1:754-1842|+   -            363 41619at50557         -            431   1.5e-54  184.5   0.1   1   1   1.8e-56   2.3e-54  183.9   0.1     1   342     2   355     2   360 0.85 -
46658at50557_211228_0:001f32|STRG.13341.1:224-1318|+  -            365 41619at50557         -            431   8.7e-54  182.0   0.3   1   1   1.1e-55   1.4e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
46658at50557_211228_0:001f32|STRG.13341.2:198-1292|+  -            365 41619at50557         -            431   8.7e-54  182.0   0.3   1   1   1.1e-55   1.4e-53  181.3   0.3     1   345     1   350     1   362 0.88 -
46658at50557_1155016_0:0008f1|STRG.9383.1:254-1357|+  -            368 41619at50557         -            431   9.9e-51  171.9   0.1   1   1   1.3e-52   1.6e-50  171.2   0.1     1   342     1   347     1   361 0.88 -
46658at50557_83485_0:000f8c|STRG.15304.2:499-1689|+   -            397 41619at50557         -            431     2e-50  170.9   1.5   1   1   2.7e-52   3.3e-50  170.2   1.5     1   342    10   354    10   364 0.86 -
65449at50557_7237_0:000776|STRG.8371.1:104-1294|+     -            397 41619at50557         -            431   2.2e-50  170.7   1.0   1   1   2.6e-52   3.2e-50  170.2   1.0     1   355    14   378    14   393 0.84 -
65449at50557_7237_0:000776|STRG.8371.2:276-1466|+     -            397 41619at50557         -            431   2.2e-50  170.7   1.0   1   1   2.6e-52   3.2e-50  170.2   1.0     1   355    14   378    14   393 0.84 -
46658at50557_219809_0:0017ae|STRG.15304.1:515-1864|+  -            450 41619at50557         -            431   2.8e-50  170.4   1.4   1   1   3.9e-52   4.8e-50  169.7   1.4     1   342    63   407    63   417 0.86 -
65449at50557_42026_0:002fbc|STRG.5863.1:304-1617|+    -            438 41619at50557         -            431   1.5e-48  164.7   0.0   1   1   1.8e-50   2.2e-48  164.2   0.0     1   341     1   353     1   428 0.81 -
