#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
117348at50557_456900_0:002d4b|STRG.5070.1:6-272|-      -             89 117348at50557        -            180   2.7e-53  177.2   1.7   1   1   1.1e-54     3e-53  177.1   1.7     1    88     1    88     1    89 0.99 -
117348at50557_456900_0:002c58|STRG.5071.1:241-507|+    -             89 117348at50557        -            180   4.4e-39  130.9   0.0   1   1   1.8e-40   4.8e-39  130.8   0.0    86   164     2    89     1    89 0.92 -
117348at50557_7425_0:0012b0|STRG.2073.1:125-664|+      -            180 117348at50557        -            180   8.1e-34  113.7   0.3   1   1     1e-34   2.9e-33  112.0   0.3     7   178     9   179     4   180 0.87 -
117348at50557_326594_0:0022c4|STRG.2073.3:24-536|+     -            171 117348at50557        -            180     2e-33  112.5   0.2   1   1   2.4e-34   6.6e-33  110.8   0.2     9   178     2   170     1   171 0.87 -
117348at50557_326594_0:0022c4|STRG.2073.2:125-655|+    -            177 117348at50557        -            180   2.8e-33  112.0   0.3   1   1   3.6e-34   9.9e-33  110.2   0.3     7   175     9   176     4   177 0.87 -
117348at50557_286706_0:00013d|STRG.13880.3:418-1023|+  -            178 117348at50557        -            180   9.1e-32  107.1   0.1   1   1   7.4e-33     2e-31  105.9   0.1     3   178     3   177     1   178 0.85 -
117348at50557_7038_0:000296|STRG.13880.1:122-655|+     -            178 117348at50557        -            180   9.1e-32  107.1   0.1   1   1   7.4e-33     2e-31  105.9   0.1     3   178     3   177     1   178 0.85 -
117348at50557_7038_0:000296|STRG.13880.2:122-727|+     -            178 117348at50557        -            180   9.1e-32  107.1   0.1   1   1   7.4e-33     2e-31  105.9   0.1     3   178     3   177     1   178 0.85 -
117348at50557_133901_0:001206|STRG.6607.1:320-856|+    -            179 117348at50557        -            180   2.4e-28   95.9   0.3   1   1   1.7e-29   4.7e-28   95.0   0.3    14   179    14   178     2   179 0.84 -
117348at50557_79782_0:001424|STRG.19414.1:42-518|+     -            159 117348at50557        -            180   7.6e-28   94.3   0.0   1   1   6.6e-29   1.8e-27   93.1   0.0    15   174     1   159     1   159 0.83 -
117348at50557_104688_0:0004f3|STRG.3732.1:189-596|+    -            136 117348at50557        -            180   1.2e-26   90.4   0.0   1   1   8.3e-28   2.3e-26   89.5   0.0    12   145     3   135     1   136 0.85 -
117348at50557_91411_0:000780|STRG.11357.1:8-424|+      -            139 117348at50557        -            180   2.1e-26   89.6   0.0   1   1   8.4e-28   2.3e-26   89.5   0.0    54   174    12   139     1   139 0.87 -
117348at50557_116153_0:00098a|STRG.14657.1:8-415|+     -            136 117348at50557        -            180   2.9e-26   89.1   0.0   1   1   1.2e-27   3.3e-26   89.0   0.0    52   180     1   136     1   136 0.90 -
117348at50557_7038_0:000296|STRG.6607.2:0-473|+        -            158 117348at50557        -            180     4e-26   88.7   0.3   1   1   3.1e-27   8.4e-26   87.6   0.3    23   179     2   157     1   158 0.85 -
117348at50557_79782_0:001424|STRG.19609.2:33-533|+     -            167 117348at50557        -            180     9e-26   87.5   0.1   1   1   5.2e-27   1.4e-25   86.9   0.1     9   175     1   167     1   167 0.86 -
117348at50557_29031_0:00277d|STRG.18050.2:373-1187|+   -            185 117348at50557        -            180   1.2e-24   83.9   0.3   1   1   1.1e-25     3e-24   82.6   0.3    21   137     2   122     1   177 0.79 -
117348at50557_116153_0:00098a|STRG.14256.1:1125-1637|+ -            171 117348at50557        -            180     3e-24   82.6   0.0   1   1   1.8e-25     5e-24   81.8   0.0    15   175     5   167     1   171 0.82 -
117348at50557_1041015_0:002f2a|STRG.18103.2:75-575|+   -            167 117348at50557        -            180   8.6e-23   77.8   0.0   1   1   4.7e-24   1.3e-22   77.3   0.0    21   176     2   165     1   167 0.73 -
117348at50557_7038_0:000296|STRG.19609.1:121-501|+     -            127 117348at50557        -            180   9.7e-23   77.6   0.0   1   1   5.9e-24   1.6e-22   76.9   0.0     9   135     1   126     1   127 0.84 -
117348at50557_29031_0:00277d|STRG.18050.3:373-909|+    -            179 117348at50557        -            180   6.9e-22   74.9   0.7   1   1   1.4e-22   3.9e-21   72.4   0.7    21   137     2   116     1   171 0.79 -
117348at50557_29031_0:00277d|STRG.18050.4:373-1067|+   -            179 117348at50557        -            180   6.9e-22   74.9   0.7   1   1   1.4e-22   3.9e-21   72.4   0.7    21   137     2   116     1   171 0.79 -
117348at50557_7091_0:000076|STRG.15025.1:2-370|+       -            123 117348at50557        -            180   9.1e-21   71.2   0.0   1   1   3.8e-22     1e-20   71.1   0.0    67   178     2   122     1   123 0.86 -
117348at50557_7539_0:000af2|STRG.9497.2:173-682|+      -            170 117348at50557        -            180   3.7e-17   59.5   0.0   1   1     6e-18   1.6e-16   57.4   0.0    21   175     2   167     1   170 0.74 -
