#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96662at50557_286306_0:0043a3|STRG.10549.1:261-2224|+    -            463 96662at50557         -            445  3.9e-180  598.3   0.2   1   1  7.7e-182  4.4e-180  598.1   0.2     1   411    22   462    22   463 0.97 -
96662at50557_34720_0:002192|STRG.10549.2:0-767|+        -            256 96662at50557         -            445  7.5e-126  419.4   0.1   1   1  1.5e-127  8.4e-126  419.2   0.1     1   232    21   255    21   256 0.96 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   1  10   9.3e-13   5.3e-11   40.8   0.1   340   444    18   122     9   123 0.92 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   2  10   2.6e-08   1.5e-06   26.2   0.0   371   444    81   155    80   156 0.95 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   3  10   8.3e-07   4.7e-05   21.2   0.1   366   444   171   250   155   251 0.88 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   4  10   8.2e-07   4.6e-05   21.2   0.0   372   431   243   302   239   307 0.94 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   5  10   5.4e-09     3e-07   28.4   0.0   368   443   305   381   301   382 0.91 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   6  10   1.3e-05   0.00075   17.3   0.0   368   429   371   432   364   434 0.90 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   7  10     5e-08   2.8e-06   25.2   0.0   372   444   441   514   435   515 0.92 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   8  10   3.9e-09   2.2e-07   28.9   0.0   345   430   513   598   504   609 0.85 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1   9  10   2.1e-06   0.00012   19.9   0.0   369   430   603   664   598   668 0.93 -
2648at50557_7539_0:00235a|STRG.18465.2:379-2652|+       -            758 96662at50557         -            445   1.6e-66  223.8  17.1  10  10   7.1e-11     4e-09   34.6   0.0   357   444   657   745   655   746 0.93 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   1   9    0.0031      0.17    9.5   0.0   388   433    10    56     1    59 0.76 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   2   9   1.9e-09   1.1e-07   29.9   0.0   366   444    55   134    53   135 0.97 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   3   9   1.6e-11   9.1e-10   36.8   0.0   339   441   148   251   136   255 0.91 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   4   9     0.011      0.61    7.7   0.0   388   431   230   273   228   288 0.87 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   5   9   4.1e-10   2.3e-08   32.1   0.2   352   428   350   426   341   444 0.91 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   6   9   4.1e-12   2.3e-10   38.7   0.0   335   431   458   556   438   560 0.90 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   7   9   4.5e-05    0.0025   15.5   0.0   392   443   550   602   549   604 0.90 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   8   9   6.4e-12   3.6e-10   38.1   0.0   335   428   613   706   606   709 0.90 -
2648at50557_1629725_0:0018e5|STRG.17168.1:475-2790|+    -            772 96662at50557         -            445   4.7e-65  219.0   2.2   9   9   1.1e-05   0.00061   17.6   0.0   392   444   703   756   702   757 0.92 -
96662at50557_104452_0:001c4a|STRG.10549.1:1634-2347|+   -            238 96662at50557         -            445   8.1e-62  208.3   0.1   1   1   1.7e-63   9.7e-62  208.1   0.1   232   444    14   230     3   231 0.95 -
96662at50557_104452_0:001c4a|STRG.10549.4:6-719|+       -            238 96662at50557         -            445   8.1e-62  208.3   0.1   1   1   1.7e-63   9.7e-62  208.1   0.1   232   444    14   230     3   231 0.95 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   1   8   9.2e-10   5.2e-08   31.0   0.0   351   443     7   100     1   103 0.84 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   2   8   6.6e-12   3.8e-10   38.0   0.0   336   441   134   240   103   244 0.83 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   3   8   7.6e-06   0.00043   18.1   0.0   368   431   199   262   199   278 0.92 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   4   8   3.9e-08   2.2e-06   25.6   0.2   352   424   339   408   332   430 0.86 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   5   8   2.9e-12   1.6e-10   39.2   0.0   334   431   443   542   406   546 0.86 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   6   8   0.00017    0.0097   13.6   0.0   394   443   538   588   537   590 0.90 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   7   8   6.3e-12   3.5e-10   38.1   0.0   335   428   599   692   592   695 0.90 -
2648at50557_1629725_0:0018e5|STRG.17168.2:475-2748|+    -            758 96662at50557         -            445   1.7e-61  207.3   0.5   8   8   1.1e-05    0.0006   17.6   0.0   392   444   689   742   688   743 0.92 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   1   8   2.8e-09   1.6e-07   29.4   0.0   351   441     7    98     1    98 0.83 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   2   8     2e-09   1.2e-07   29.8   0.0   367   444    56   134    54   135 0.97 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   3   8   1.3e-11   7.5e-10   37.0   0.0   339   441   148   251   134   255 0.90 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   4   8     0.038       2.1    5.9   0.0   391   431   233   273   232   289 0.88 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   5   8   3.6e-10     2e-08   32.3   0.2   352   428   350   426   341   444 0.91 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   6   8   3.6e-12     2e-10   38.9   0.0   335   431   458   556   438   560 0.90 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   7   8     4e-05    0.0023   15.7   0.0   392   443   550   602   549   604 0.90 -
2648at50557_1218281_0:0030f8|STRG.17168.3:475-2580|+    -            702 96662at50557         -            445   1.3e-58  197.8   2.8   8   8   1.8e-10     1e-08   33.3   0.0   335   423   613   701   606   702 0.90 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   1  11      0.04       2.3    5.8   0.0   371   426   110   165   103   172 0.91 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   2  11     9e-10   5.1e-08   31.0   0.0   341   444   220   325   207   326 0.88 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   3  11   0.00012    0.0071   14.1   0.0   340   432   353   446   328   460 0.74 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   4  11    0.0029      0.16    9.6   0.0   387   444   468   526   453   529 0.81 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   5  11       5.2   2.9e+02   -1.2   0.0   364   387   554   577   532   624 0.55 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   6  11   1.7e-08   9.4e-07   26.8   0.0   342   430   636   724   612   735 0.88 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   7  11   6.2e-07   3.5e-05   21.6   0.2   374   439   734   801   726   806 0.86 -
2648at50557_103372_0:001fc5|STRG.13107.5:219-4740|+     -           1498 96662at50557         -            445   7.4e-50  168.9   9.4   8  11   2.4e-05    0.0013   16.4   0.5   347   444   774   875   772   876 0.82 -
