#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.16003.1:0-1013|+     -            338 84764at50557         -            287  4.3e-160  530.2   4.0   1   1  2.2e-160    4e-159  527.0   4.0     1   286     7   324     7   325 0.93 -
84764at50557_108931_0:001940|STRG.12580.1:21-869|+    -            283 84764at50557         -            287   6.4e-68  227.7   0.1   1   1   4.1e-69   7.5e-68  227.5   0.1     4   230     1   232     1   269 0.88 -
84764at50557_441921_0:00052c|STRG.8836.1:198-1082|+   -            295 84764at50557         -            287   2.2e-66  222.6   0.0   1   1   1.5e-67   2.7e-66  222.4   0.0     1   252     7   267     7   281 0.88 -
84764at50557_64459_0:000601|STRG.16838.1:1533-2697|+  -            319 84764at50557         -            287   1.3e-63  213.6   0.0   1   1   8.2e-65   1.5e-63  213.4   0.0     5   251     9   270     5   297 0.86 -
84764at50557_123851_0:00190f|STRG.16838.2:1547-2464|+ -            306 84764at50557         -            287   1.4e-63  213.5   0.0   1   1   8.8e-65   1.6e-63  213.3   0.0     6   251     5   265     1   289 0.86 -
84764at50557_123851_0:00190f|STRG.16838.3:1485-2402|+ -            306 84764at50557         -            287   1.4e-63  213.5   0.0   1   1   8.8e-65   1.6e-63  213.3   0.0     6   251     5   265     1   289 0.86 -
84764at50557_123851_0:00190f|STRG.16838.4:1428-2345|+ -            306 84764at50557         -            287   1.4e-63  213.5   0.0   1   1   8.8e-65   1.6e-63  213.3   0.0     6   251     5   265     1   289 0.86 -
84764at50557_123851_0:00190f|STRG.16838.5:2006-2923|+ -            306 84764at50557         -            287   1.4e-63  213.5   0.0   1   1   8.8e-65   1.6e-63  213.3   0.0     6   251     5   265     1   289 0.86 -
84764at50557_441921_0:00052c|STRG.8836.2:473-1309|+   -            279 84764at50557         -            287   2.7e-62  209.2   0.0   1   1   1.8e-63   3.3e-62  209.0   0.0    11   252     1   251     1   265 0.87 -
84764at50557_326594_0:0017ea|STRG.9285.1:172-942|+    -            257 84764at50557         -            287   5.4e-61  205.0   0.0   1   1   3.4e-62   6.2e-61  204.8   0.0    39   262     1   229     1   244 0.92 -
84764at50557_286706_0:000034|STRG.9285.3:172-1088|+   -            245 84764at50557         -            287     2e-60  203.1   0.0   1   1   1.3e-61   2.3e-60  202.9   0.0    39   261     1   227     1   242 0.91 -
