#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
39392at50557_103372_0:000839|STRG.3119.1:0-1613|+     -            538 39392at50557         -            462  4.5e-224  743.2   0.9   1   1  2.7e-226  1.5e-223  741.5   0.9     1   462     1   538     1   538 0.92 -
101448at50557_456900_0:0024dd|STRG.19741.1:0-998|+    -            333 39392at50557         -            462   7.7e-35  119.3   0.1   1   2   5.1e-32   2.8e-29  101.0   0.0    14   184    14   182     4   263 0.87 -
101448at50557_456900_0:0024dd|STRG.19741.1:0-998|+    -            333 39392at50557         -            462   7.7e-35  119.3   0.1   2   2   1.7e-06   0.00091   16.8   0.0   396   456   264   325   227   331 0.75 -
101448at50557_456900_0:0024dd|STRG.19741.2:106-1178|+ -            333 39392at50557         -            462   7.7e-35  119.3   0.1   1   2   5.1e-32   2.8e-29  101.0   0.0    14   184    14   182     4   263 0.87 -
101448at50557_456900_0:0024dd|STRG.19741.2:106-1178|+ -            333 39392at50557         -            462   7.7e-35  119.3   0.1   2   2   1.7e-06   0.00091   16.8   0.0   396   456   264   325   227   331 0.75 -
101448at50557_568069_0:002eb6|STRG.12215.1:195-1328|+ -            378 39392at50557         -            462   3.1e-22   77.7   0.0   1   2   3.1e-21   1.7e-18   65.4   0.0    18   179     8   165     4   173 0.90 -
101448at50557_568069_0:002eb6|STRG.12215.1:195-1328|+ -            378 39392at50557         -            462   3.1e-22   77.7   0.0   2   2   0.00016     0.087   10.3   0.0   406   452   332   378   317   378 0.89 -
53261at50557_520822_0:0000dd|STRG.8943.1:0-1961|+     -            654 39392at50557         -            462   4.7e-17   60.7   0.1   1   1   1.4e-19   7.5e-17   60.0   0.1    33   168    17   152     9   167 0.86 -
60951at50557_29031_0:002586|STRG.13118.1:150-1436|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   1   2   6.4e-14   3.5e-11   41.3   0.0    30   133    33   134    29   186 0.82 -
60951at50557_29031_0:002586|STRG.13118.1:150-1436|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   2   2     0.071        39    1.6   0.1   418   453   280   315   269   325 0.85 -
60951at50557_29031_0:002586|STRG.13118.2:214-1664|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   1   2   6.4e-14   3.5e-11   41.3   0.0    30   133    33   134    29   186 0.82 -
60951at50557_29031_0:002586|STRG.13118.2:214-1664|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   2   2     0.071        39    1.6   0.1   418   453   280   315   269   325 0.85 -
60951at50557_29031_0:002586|STRG.13118.3:9-1295|+     -            429 39392at50557         -            462   3.4e-12   44.7   0.7   1   2   6.4e-14   3.5e-11   41.3   0.0    30   133    33   134    29   186 0.82 -
60951at50557_29031_0:002586|STRG.13118.3:9-1295|+     -            429 39392at50557         -            462   3.4e-12   44.7   0.7   2   2     0.071        39    1.6   0.1   418   453   280   315   269   325 0.85 -
60951at50557_29031_0:002586|STRG.13118.4:157-1443|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   1   2   6.4e-14   3.5e-11   41.3   0.0    30   133    33   134    29   186 0.82 -
60951at50557_29031_0:002586|STRG.13118.4:157-1443|+   -            429 39392at50557         -            462   3.4e-12   44.7   0.7   2   2     0.071        39    1.6   0.1   418   453   280   315   269   325 0.85 -
90208at50557_83485_0:0007ad|STRG.20079.2:48-860|+     -            271 39392at50557         -            462   1.1e-09   36.4   0.1   1   1   2.7e-12   1.4e-09   36.0   0.1    13   137    33   158    13   190 0.82 -
53261at50557_34740_0:000601|STRG.12215.1:1413-3026|+  -            538 39392at50557         -            462   3.2e-08   31.6   0.0   1   1   8.3e-11   4.5e-08   31.0   0.0    26   131     3   115     1   173 0.74 -
90208at50557_83485_0:0007ad|STRG.20079.1:335-991|+    -            219 39392at50557         -            462   4.3e-06   24.5   0.1   1   1   9.6e-09   5.2e-06   24.2   0.1    33   138     3   107     1   138 0.80 -
53261at50557_104452_0:002bf8|STRG.13118.5:301-1012|+  -            142 39392at50557         -            462   0.00037   18.1   0.1   1   1   8.4e-07   0.00046   17.8   0.1    30    71     4    45     1    52 0.91 -
90208at50557_103372_0:00186f|STRG.9689.1:0-1181|+     -            394 39392at50557         -            462   0.00048   17.8   0.2   1   1   1.6e-06   0.00086   16.9   0.2    36   126    68   157    60   165 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/39392at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/39392at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/39392at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:34:45 2024
# [ok]
