#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
13158at50557_34720_0:00221b|STRG.7754.1:578-3154|+    -            859 13158at50557         -            643         0 1098.6   5.6   1   1         0         0 1097.5   5.6     8   617    86   752    79   782 0.92 -
33009at50557_286306_0:002f3d|STRG.15407.1:396-2000|+  -            535 13158at50557         -            643   4.4e-57  192.3   0.0   1   1   2.5e-59   5.4e-57  192.0   0.0    67   556    24   534    16   535 0.83 -
33009at50557_286306_0:002f3d|STRG.15407.2:1193-2797|+ -            535 13158at50557         -            643   4.4e-57  192.3   0.0   1   1   2.5e-59   5.4e-57  192.0   0.0    67   556    24   534    16   535 0.83 -
33009at50557_286306_0:002f3d|STRG.15407.3:1079-2683|+ -            535 13158at50557         -            643   4.4e-57  192.3   0.0   1   1   2.5e-59   5.4e-57  192.0   0.0    67   556    24   534    16   535 0.83 -
33009at50557_286306_0:002f3d|STRG.15407.4:652-2256|+  -            535 13158at50557         -            643   4.4e-57  192.3   0.0   1   1   2.5e-59   5.4e-57  192.0   0.0    67   556    24   534    16   535 0.83 -
52925at50557_568069_0:003a4f|STRG.10157.2:87-1724|+   -            546 13158at50557         -            643   3.9e-54  182.6   2.0   1   1   4.3e-55   9.3e-53  178.0   2.0    69   511    14   500     9   543 0.75 -
52925at50557_568069_0:003a4f|STRG.10157.3:195-1832|+  -            546 13158at50557         -            643   3.9e-54  182.6   2.0   1   1   4.3e-55   9.3e-53  178.0   2.0    69   511    14   500     9   543 0.75 -
52925at50557_568069_0:003a4f|STRG.10157.4:176-1813|+  -            546 13158at50557         -            643   3.9e-54  182.6   2.0   1   1   4.3e-55   9.3e-53  178.0   2.0    69   511    14   500     9   543 0.75 -
13158at50557_286706_0:0029f3|STRG.19251.3:252-1862|+  -            537 13158at50557         -            643     4e-53  179.2   0.0   1   1   1.7e-54   3.7e-52  176.0   0.0    69   510     1   476     1   537 0.75 -
13158at50557_37001_0:002c96|STRG.12739.1:547-2259|+   -            571 13158at50557         -            643   8.5e-53  178.1   0.0   1   1   7.7e-55   1.7e-52  177.1   0.0    66   510    19   513     9   571 0.75 -
33009at50557_103372_0:0025f8|STRG.8114.1:2-1582|+     -            527 13158at50557         -            643   2.6e-52  176.5   0.4   1   1   3.6e-54   7.9e-52  174.9   0.4    68   497    59   525    51   527 0.76 -
52925at50557_568069_0:003a4f|STRG.19336.1:96-1733|+   -            546 13158at50557         -            643     8e-52  174.9   0.0   1   1   5.4e-54   1.2e-51  174.4   0.0    60   549    32   543    26   546 0.77 -
13158at50557_40932_0:004940|STRG.19336.2:71-1681|+    -            537 13158at50557         -            643   1.7e-50  170.5   0.0   1   1   1.2e-52   2.6e-50  169.9   0.0    60   549    26   537    20   537 0.79 -
33009at50557_64459_0:0021c0|STRG.12738.1:179-1867|+   -            563 13158at50557         -            643   1.5e-49  167.4   0.1   1   2   4.7e-49     1e-46  158.0   0.0    66   325    29   309    20   323 0.81 -
33009at50557_64459_0:0021c0|STRG.12738.1:179-1867|+   -            563 13158at50557         -            643   1.5e-49  167.4   0.1   2   2    0.0028       0.6    6.8   0.7   439   556   429   562   393   563 0.61 -
52925at50557_568069_0:003a4f|STRG.1237.1:1285-2934|+  -            550 13158at50557         -            643   1.7e-45  154.0   0.5   1   1   2.4e-47   5.2e-45  152.4   0.5    63   531    47   531    40   536 0.75 -
13158at50557_222816_0:000391|STRG.16393.1:307-1783|+  -            459 13158at50557         -            643   6.8e-45  152.0   0.0   1   2   8.2e-44   1.8e-41  140.7   0.0    72   285     1   215     1   267 0.87 -
13158at50557_222816_0:000391|STRG.16393.1:307-1783|+  -            459 13158at50557         -            643   6.8e-45  152.0   0.0   2   2   0.00044     0.095    9.5   0.0   486   531   412   459   397   459 0.83 -
13158at50557_680683_0:000cea|STRG.19336.3:156-1646|+  -            497 13158at50557         -            643     9e-45  151.6   0.0   1   1   5.9e-47   1.3e-44  151.1   0.0    74   549     1   497     1   497 0.80 -
33009at50557_597456_0:00130f|STRG.16393.2:27-1508|+   -            494 13158at50557         -            643   1.1e-44  151.4   0.6   1   2   3.1e-44   6.9e-42  142.1   0.0    71   285    20   235    12   287 0.87 -
33009at50557_597456_0:00130f|STRG.16393.2:27-1508|+   -            494 13158at50557         -            643   1.1e-44  151.4   0.6   2   2    0.0016      0.34    7.6   0.2   413   511   372   481   359   489 0.74 -
33009at50557_64793_0:002b9a|STRG.7302.1:213-1685|+    -            491 13158at50557         -            643   5.4e-44  149.0   0.0   1   1   3.3e-46   7.2e-44  148.6   0.0    74   297     1   222     1   237 0.88 -
33009at50557_1049336_0:002406|STRG.10157.1:256-1832|+ -            524 13158at50557         -            643   7.4e-43  145.3   1.8   1   1   8.1e-44   1.8e-41  140.7   1.8    88   516     4   475     2   513 0.73 -
33009at50557_411798_0:001e30|STRG.8029.2:1003-2454|+  -            484 13158at50557         -            643     1e-41  141.5   0.1   1   2     1e-41   2.2e-39  133.8   0.0    71   263    19   213    11   219 0.89 -
33009at50557_411798_0:001e30|STRG.8029.2:1003-2454|+  -            484 13158at50557         -            643     1e-41  141.5   0.1   2   2    0.0064       1.4    5.6   0.0   487   512   454   479   413   483 0.84 -
52925at50557_568069_0:003a4f|STRG.2447.1:9-1652|+     -            548 13158at50557         -            643   1.2e-41  141.3   0.0   1   1     7e-44   1.5e-41  140.9   0.0    68   287     2   227     1   234 0.82 -
33009at50557_121225_0:000521|STRG.8029.1:172-1421|+   -            358 13158at50557         -            643   3.5e-41  139.7   0.1   1   2   4.8e-42   1.1e-39  134.9   0.0    71   263    18   212    10   218 0.89 -
33009at50557_121225_0:000521|STRG.8029.1:172-1421|+   -            358 13158at50557         -            643   3.5e-41  139.7   0.1   2   2     0.044       9.6    2.8   0.0   487   509   336   358   294   358 0.85 -
13158at50557_286706_0:0029f3|STRG.19251.1:291-1634|+  -            448 13158at50557         -            643   4.6e-41  139.3   0.0   1   1   6.6e-43   1.4e-40  137.7   0.0   138   510     4   387     1   448 0.77 -
33009at50557_7493_0:000a0b|STRG.8028.1:15-1469|+      -            485 13158at50557         -            643   1.6e-40  137.6   0.0   1   2   3.7e-41   8.1e-39  131.9   0.0    71   263    22   216    14   225 0.89 -
33009at50557_7493_0:000a0b|STRG.8028.1:15-1469|+      -            485 13158at50557         -            643   1.6e-40  137.6   0.0   2   2     0.028       6.2    3.5   0.0   485   511   455   481   423   484 0.85 -
13158at50557_30023_0:0015c0|STRG.12739.2:117-1580|+   -            488 13158at50557         -            643   3.3e-38  129.9   0.0   1   1   2.9e-40   6.4e-38  129.0   0.0   131   510    20   430     8   488 0.76 -
33009at50557_7493_0:000a0b|STRG.16392.1:21-1514|+     -            498 13158at50557         -            643   3.9e-38  129.7   0.1   1   2   1.4e-39   3.1e-37  126.7   0.0    70   283    27   240    17   292 0.86 -
33009at50557_7493_0:000a0b|STRG.16392.1:21-1514|+     -            498 13158at50557         -            643   3.9e-38  129.7   0.1   2   2      0.17        38    0.9   0.1   484   510   462   488   382   493 0.80 -
