#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
135113at50557_520822_0:002656|STRG.10789.1:2-649|+    -            216 135113at50557        -            228   1.4e-43  147.7   2.6   1   1   5.5e-45   1.1e-42  144.8   2.6    79   221    24   201    20   216 0.86 -
135113at50557_103372_0:00073b|STRG.10789.3:510-2480|+ -            228 135113at50557        -            228   6.4e-40  135.7   4.0   1   2   5.4e-17     1e-14   53.2   0.1    11    53    33    75    29    77 0.94 -
135113at50557_103372_0:00073b|STRG.10789.3:510-2480|+ -            228 135113at50557        -            228   6.4e-40  135.7   4.0   2   2   9.4e-26   1.8e-23   81.8   1.0   118   221    76   213    73   228 0.83 -
135113at50557_103372_0:00073b|STRG.10789.4:398-2368|+ -            228 135113at50557        -            228   6.4e-40  135.7   4.0   1   2   5.4e-17     1e-14   53.2   0.1    11    53    33    75    29    77 0.94 -
135113at50557_103372_0:00073b|STRG.10789.4:398-2368|+ -            228 135113at50557        -            228   6.4e-40  135.7   4.0   2   2   9.4e-26   1.8e-23   81.8   1.0   118   221    76   213    73   228 0.83 -
135113at50557_13686_0:000551|STRG.10789.5:1294-1524|+ -             77 135113at50557        -            228   6.7e-16   57.1   0.2   1   1   5.2e-18   9.9e-16   56.5   0.1    11    53    33    75    26    77 0.94 -
135113at50557_13686_0:000552|STRG.10789.2:200-514|+   -            105 135113at50557        -            228     2e-09   35.9   0.2   1   1   8.8e-11   1.7e-08   32.9   0.2   157   221     2    90     1   105 0.79 -
36185at50557_77166_0:001a90|STRG.1434.1:472-1612|+    -            332 135113at50557        -            228     6e-06   24.6   0.0   1   1   5.2e-08     1e-05   23.8   0.0    21    93   165   242   150   258 0.73 -
25937at50557_286706_0:0011e5|STRG.22214.1:531-1997|+  -            489 135113at50557        -            228   2.7e-05   22.4   0.1   1   3    0.0019      0.37    8.9   0.0    34    66     5    35     4    66 0.84 -
25937at50557_286706_0:0011e5|STRG.22214.1:531-1997|+  -            489 135113at50557        -            228   2.7e-05   22.4   0.1   2   3       1.6   3.1e+02   -0.7   0.1   136   172   210   246   203   269 0.77 -
25937at50557_286706_0:0011e5|STRG.22214.1:531-1997|+  -            489 135113at50557        -            228   2.7e-05   22.4   0.1   3   3    0.0012      0.24    9.5   0.0    33    57   318   342   288   349 0.81 -
