#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
13778at50557_103372_0:00133a|STRG.22683.2:0-2384|+    -            795 13778at50557         -            745         0 1059.1  22.9   1   1         0         0 1058.6  22.9   100   745     8   748     4   748 0.90 -
13778at50557_378494_0:006668|STRG.22683.1:0-884|+     -            295 13778at50557         -            745  1.4e-142  475.3   4.3   1   1  4.6e-145  1.7e-142  475.1   4.3   432   697     1   295     1   295 0.94 -
13778at50557_38123_0:00264d|STRG.10015.1:12-761|+     -            190 13778at50557         -            745   3.5e-46  156.6   8.9   1   1     3e-48   1.1e-45  154.9   8.9    99   270    10   190     3   190 0.85 -
57156at50557_103372_0:001116|STRG.21065.1:0-1625|+    -            542 13778at50557         -            745   5.7e-13   46.8  17.9   1   3     2e-09   7.5e-07   26.6   0.2     2    89    11   119    10   131 0.77 -
57156at50557_103372_0:001116|STRG.21065.1:0-1625|+    -            542 13778at50557         -            745   5.7e-13   46.8  17.9   2   3    0.0087       3.2    4.6   5.4     3    98   233   355   231   370 0.71 -
57156at50557_103372_0:001116|STRG.21065.1:0-1625|+    -            542 13778at50557         -            745   5.7e-13   46.8  17.9   3   3   8.9e-09   3.3e-06   24.4   0.5     1    81   366   467   366   535 0.77 -
108301at50557_7493_0:0013fe|STRG.11623.1:294-746|+    -            151 13778at50557         -            745   1.1e-08   32.7   1.4   1   1   3.7e-11   1.4e-08   32.3   1.4     9    94    42   142    29   149 0.81 -
108301at50557_103372_0:000620|STRG.14014.1:0-800|+    -            267 13778at50557         -            745   1.3e-08   32.4   1.1   1   1   4.3e-11   1.6e-08   32.1   1.1    19   102   130   225    97   239 0.79 -
138527at50557_315563_0:000b19|STRG.5114.1:9-848|+     -            280 13778at50557         -            745   8.6e-08   29.7   1.0   1   2   2.3e-10   8.6e-08   29.7   1.0     5    85    93   188    83   203 0.83 -
138527at50557_315563_0:000b19|STRG.5114.1:9-848|+     -            280 13778at50557         -            745   8.6e-08   29.7   1.0   2   2       2.6   9.6e+02   -3.6   0.1   623   650   237   266   220   270 0.72 -
138527at50557_315563_0:000b19|STRG.5114.2:266-1105|+  -            280 13778at50557         -            745   8.6e-08   29.7   1.0   1   2   2.3e-10   8.6e-08   29.7   1.0     5    85    93   188    83   203 0.83 -
138527at50557_315563_0:000b19|STRG.5114.2:266-1105|+  -            280 13778at50557         -            745   8.6e-08   29.7   1.0   2   2       2.6   9.6e+02   -3.6   0.1   623   650   237   266   220   270 0.72 -
35300at50557_103372_0:002ae9|STRG.16120.1:0-1757|+    -            586 13778at50557         -            745   1.8e-07   28.6   1.4   1   3   4.9e-10   1.8e-07   28.6   1.4    10    71   108   186    93   220 0.78 -
35300at50557_103372_0:002ae9|STRG.16120.1:0-1757|+    -            586 13778at50557         -            745   1.8e-07   28.6   1.4   2   3      0.77   2.8e+02   -1.8   0.0    34    73   353   392   334   399 0.82 -
35300at50557_103372_0:002ae9|STRG.16120.1:0-1757|+    -            586 13778at50557         -            745   1.8e-07   28.6   1.4   3   3      0.16        58    0.5   0.1    33   159   427   556   403   571 0.65 -
35300at50557_456900_0:001384|STRG.4488.1:2-2419|+     -            806 13778at50557         -            745   3.6e-07   27.6   3.2   1   2      0.27        98   -0.3   0.1    35    75   187   227   168   269 0.80 -
35300at50557_456900_0:001384|STRG.4488.1:2-2419|+     -            806 13778at50557         -            745   3.6e-07   27.6   3.2   2   2   1.5e-09   5.4e-07   27.0   0.8    11    71   465   542   458   555 0.78 -
35300at50557_520822_0:00001c|STRG.9770.1:253-579|+    -            109 13778at50557         -            745   3.7e-07   27.6   1.2   1   1   1.1e-09     4e-07   27.5   1.2     8    73    31   109    19   109 0.78 -
35300at50557_520822_0:00001c|STRG.9770.2:253-579|+    -            109 13778at50557         -            745   3.7e-07   27.6   1.2   1   1   1.1e-09     4e-07   27.5   1.2     8    73    31   109    19   109 0.78 -
108301at50557_39758_0:00449f|STRG.17451.1:360-785|+   -            142 13778at50557         -            745   7.1e-05   20.0   1.1   1   1   2.3e-07   8.5e-05   19.8   1.1     9   100    36   139    30   142 0.77 -
57156at50557_197043_0:0019bd|STRG.7724.1:955-1290|+   -            112 13778at50557         -            745   0.00016   18.8   0.0   1   1     5e-07   0.00018   18.7   0.0    10    70    21    93    14   110 0.80 -
57156at50557_197043_0:0019bd|STRG.7724.2:51-386|+     -            112 13778at50557         -            745   0.00016   18.8   0.0   1   1     5e-07   0.00018   18.7   0.0    10    70    21    93    14   110 0.80 -
108301at50557_197043_0:001b73|STRG.7699.1:1187-1552|+ -            122 13778at50557         -            745   0.00027   18.1   0.3   1   1   9.2e-07   0.00034   17.8   0.3    24    73    69   118    47   120 0.77 -
108301at50557_197043_0:001b73|STRG.7699.2:408-773|+   -            122 13778at50557         -            745   0.00027   18.1   0.3   1   1   9.2e-07   0.00034   17.8   0.3    24    73    69   118    47   120 0.77 -
108301at50557_7260_0:002ae8|STRG.19832.1:717-1259|+   -            181 13778at50557         -            745   0.00028   18.1   0.5   1   1   1.1e-06   0.00039   17.6   0.5    32   102   104   178    91   181 0.72 -
57156at50557_197043_0:0019bd|STRG.7582.1:489-806|+    -            106 13778at50557         -            745   0.00044   17.4   0.0   1   1   1.2e-06   0.00044   17.4   0.0    26    86    43   105    12   106 0.75 -
108301at50557_286306_0:003cb7|STRG.14014.2:374-1167|+ -            244 13778at50557         -            745    0.0014   15.7   0.7   1   1   4.7e-06    0.0017   15.4   0.7     3   102    99   203    97   217 0.66 -
41065at50557_133901_0:001440|STRG.20620.1:475-1827|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   1   3    0.0041       1.5    5.7   0.5     9    82    13   101     7   123 0.75 -
41065at50557_133901_0:001440|STRG.20620.1:475-1827|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   2   3      0.27     1e+02   -0.3   0.7    39    81   222   260   190   282 0.63 -
41065at50557_133901_0:001440|STRG.20620.1:475-1827|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   3   3   1.8e-05    0.0068   13.5   6.5    22   102   262   353   227   373 0.65 -
41065at50557_133901_0:001440|STRG.20620.2:102-1454|+  -            451 13778at50557         -            745    0.0096   13.0  16.6   1   3    0.0041       1.5    5.7   0.5     9    82    13   101     7   123 0.75 -
