#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.5549.1:161-1174|+     -            338 84764at50557         -            287  2.2e-159  528.1   4.2   1   1  1.2e-159  2.1e-158  524.9   4.2     1   286     7   324     7   325 0.93 -
84764at50557_7493_0:00284f|STRG.19285.2:218-1133|+     -            301 84764at50557         -            287   1.7e-70  236.5   0.0   1   1   1.2e-71     2e-70  236.2   0.0     2   263     7   274     6   288 0.92 -
84764at50557_326594_0:0017ea|STRG.19285.1:268-1158|+   -            297 84764at50557         -            287   1.2e-69  233.7   0.0   1   1   8.1e-71   1.4e-69  233.5   0.0     2   263     7   273     6   287 0.92 -
84764at50557_108931_0:001940|STRG.16306.1:144-992|+    -            283 84764at50557         -            287   1.3e-67  227.0   0.1   1   1     9e-69   1.5e-67  226.7   0.1     4   229     1   231     1   263 0.90 -
84764at50557_441921_0:00052c|STRG.8561.1:157-1041|+    -            295 84764at50557         -            287   2.7e-66  222.6   0.0   1   1   1.9e-67   3.2e-66  222.4   0.0     1   252     7   267     7   281 0.88 -
84764at50557_104688_0:0005e9|STRG.7423.1:101-1045|+    -            315 84764at50557         -            287   1.1e-64  217.3   0.0   1   1   2.7e-65   4.6e-64  215.3   0.0     8   265     1   265     1   300 0.89 -
84764at50557_104688_0:0005e9|STRG.7423.2:112-1056|+    -            315 84764at50557         -            287   1.1e-64  217.3   0.0   1   1   2.7e-65   4.6e-64  215.3   0.0     8   265     1   265     1   300 0.89 -
84764at50557_104688_0:0005e9|STRG.7423.3:27-971|+      -            315 84764at50557         -            287   1.1e-64  217.3   0.0   1   1   2.7e-65   4.6e-64  215.3   0.0     8   265     1   265     1   300 0.89 -
84764at50557_123851_0:00190f|STRG.11503.1:1894-2820|+  -            309 84764at50557         -            287   1.4e-63  213.7   0.0   1   1   9.9e-65   1.7e-63  213.5   0.0     5   251     7   268     3   292 0.86 -
84764at50557_123851_0:00190f|STRG.11503.2:1673-2599|+  -            309 84764at50557         -            287   1.4e-63  213.7   0.0   1   1   9.9e-65   1.7e-63  213.5   0.0     5   251     7   268     3   292 0.86 -
84764at50557_123851_0:00190f|STRG.11503.3:1579-2505|+  -            309 84764at50557         -            287   1.4e-63  213.7   0.0   1   1   9.9e-65   1.7e-63  213.5   0.0     5   251     7   268     3   292 0.86 -
84764at50557_326594_0:0017ea|STRG.19285.4:167-928|+    -            254 84764at50557         -            287     7e-61  204.9   0.0   1   1   4.8e-62   8.1e-61  204.7   0.0    39   263     1   230     1   244 0.93 -
84764at50557_37344_0:000c86|STRG.19285.3:167-1110|+    -            255 84764at50557         -            287   3.1e-60  202.8   0.0   1   1   2.1e-61   3.6e-60  202.6   0.0    39   263     1   229     1   243 0.92 -
84764at50557_7493_0:00284f|STRG.12421.1:302-1174|+     -            291 84764at50557         -            287   3.2e-59  199.4   0.0   1   1   2.1e-60   3.6e-59  199.3   0.0     2   244     1   251     1   289 0.86 -
84764at50557_326594_0:0017ea|STRG.15412.1:1366-2250|+  -            295 84764at50557         -            287   1.4e-58  197.3   0.0   1   1   1.1e-59   1.8e-58  197.0   0.0     2   226     5   233     4   247 0.92 -
84764at50557_326594_0:0017ea|STRG.15412.2:359-1243|+   -            295 84764at50557         -            287   1.4e-58  197.3   0.0   1   1   1.1e-59   1.8e-58  197.0   0.0     2   226     5   233     4   247 0.92 -
84764at50557_7493_0:00284f|STRG.12434.1:131-1072|+     -            314 84764at50557         -            287   5.3e-57  192.1   0.1   1   1   3.9e-58   6.7e-57  191.8   0.1     1   226     5   244     5   261 0.89 -
84764at50557_7539_0:000ea4|STRG.14968.1:488-1360|+     -            291 84764at50557         -            287   1.3e-54  184.3   0.0   1   1   9.2e-56   1.6e-54  184.0   0.0     1   216     5   220     5   246 0.90 -
84764at50557_7539_0:000ea4|STRG.14968.2:31-903|+       -            291 84764at50557         -            287   1.3e-54  184.3   0.0   1   1   9.2e-56   1.6e-54  184.0   0.0     1   216     5   220     5   246 0.90 -
84764at50557_7159_0:002468|STRG.12635.1:624-1544|+     -            307 84764at50557         -            287   5.5e-52  175.7   0.0   1   2   6.2e-06    0.0001   20.5   0.0     3    67     2    69     1    82 0.79 -
84764at50557_7159_0:002468|STRG.12635.1:624-1544|+     -            307 84764at50557         -            287   5.5e-52  175.7   0.0   2   2     2e-46   3.4e-45  153.4   0.0    76   254    96   280    83   299 0.85 -
84764at50557_7159_0:002468|STRG.12635.2:885-1805|+     -            307 84764at50557         -            287   5.5e-52  175.7   0.0   1   2   6.2e-06    0.0001   20.5   0.0     3    67     2    69     1    82 0.79 -
84764at50557_7159_0:002468|STRG.12635.2:885-1805|+     -            307 84764at50557         -            287   5.5e-52  175.7   0.0   2   2     2e-46   3.4e-45  153.4   0.0    76   254    96   280    83   299 0.85 -
84764at50557_7159_0:002468|STRG.12635.3:1024-1944|+    -            307 84764at50557         -            287   5.5e-52  175.7   0.0   1   2   6.2e-06    0.0001   20.5   0.0     3    67     2    69     1    82 0.79 -
84764at50557_7159_0:002468|STRG.12635.3:1024-1944|+    -            307 84764at50557         -            287   5.5e-52  175.7   0.0   2   2     2e-46   3.4e-45  153.4   0.0    76   254    96   280    83   299 0.85 -
84764at50557_7159_0:002468|STRG.12635.4:1015-1935|+    -            307 84764at50557         -            287   5.5e-52  175.7   0.0   1   2   6.2e-06    0.0001   20.5   0.0     3    67     2    69     1    82 0.79 -
84764at50557_7159_0:002468|STRG.12635.4:1015-1935|+    -            307 84764at50557         -            287   5.5e-52  175.7   0.0   2   2     2e-46   3.4e-45  153.4   0.0    76   254    96   280    83   299 0.85 -
84764at50557_121225_0:001830|STRG.5695.1:3276-4274|+   -            333 84764at50557         -            287   9.6e-52  174.9   0.0   1   1   7.9e-53   1.3e-51  174.4   0.0     3   227     2   240     1   276 0.86 -
84764at50557_121225_0:001830|STRG.5695.2:3076-4074|+   -            333 84764at50557         -            287   9.6e-52  174.9   0.0   1   1   7.9e-53   1.3e-51  174.4   0.0     3   227     2   240     1   276 0.86 -
84764at50557_121225_0:001830|STRG.5695.3:3256-4254|+   -            333 84764at50557         -            287   9.6e-52  174.9   0.0   1   1   7.9e-53   1.3e-51  174.4   0.0     3   227     2   240     1   276 0.86 -
84764at50557_441921_0:00052c|STRG.8366.4:75-944|+      -            290 84764at50557         -            287   1.3e-51  174.4   0.0   1   1   9.8e-53   1.7e-51  174.1   0.0     1   216     3   219     3   250 0.89 -
84764at50557_441921_0:00052c|STRG.8366.2:207-1085|+    -            293 84764at50557         -            287   1.4e-51  174.4   0.0   1   1     1e-52   1.7e-51  174.1   0.0     1   216     6   222     6   253 0.89 -
84764at50557_441921_0:00052c|STRG.8366.3:71-949|+      -            293 84764at50557         -            287   1.4e-51  174.4   0.0   1   1     1e-52   1.7e-51  174.1   0.0     1   216     6   222     6   253 0.89 -
