#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109797at50557_83485_0:000ec1|STRG.16352.1:452-1357|+    -            302 109797at50557        -            227  4.1e-140  463.7   0.0   1   1  7.8e-142  5.1e-140  463.4   0.0     1   222    21   246    21   251 0.98 -
104262at50557_51655_0:002f35|STRG.3946.1:567-1199|+     -            211 109797at50557        -            227   1.1e-48  164.7   0.3   1   1   1.9e-50   1.2e-48  164.4   0.3     1   164    18   184    18   197 0.94 -
104262at50557_39758_0:003743|STRG.3946.2:618-1232|+     -            205 109797at50557        -            227   1.2e-48  164.5   0.6   1   1   2.1e-50   1.4e-48  164.3   0.6     1   164     1   167     1   180 0.94 -
104262at50557_411798_0:001745|STRG.8272.1:622-1149|+    -            176 109797at50557        -            227   9.6e-48  161.5   0.3   1   1   1.7e-49   1.1e-47  161.4   0.3     1   165     7   174     7   176 0.95 -
104262at50557_411798_0:001745|STRG.8272.2:573-1100|+    -            176 109797at50557        -            227   9.6e-48  161.5   0.3   1   1   1.7e-49   1.1e-47  161.4   0.3     1   165     7   174     7   176 0.95 -
104262at50557_132113_0:00109a|STRG.2132.1:239-748|+     -            170 109797at50557        -            227   3.8e-43  146.5   0.3   1   1   6.6e-45   4.3e-43  146.3   0.3     2   157    12   170    11   170 0.93 -
104262at50557_132113_0:00109a|STRG.2132.2:241-750|+     -            170 109797at50557        -            227   3.8e-43  146.5   0.3   1   1   6.6e-45   4.3e-43  146.3   0.3     2   157    12   170    11   170 0.93 -
104262at50557_132113_0:00109a|STRG.8543.1:474-950|+     -            159 109797at50557        -            227   1.5e-41  141.3   0.3   1   1   2.6e-43   1.7e-41  141.1   0.3     2   157     2   159     1   159 0.96 -
107216at50557_103372_0:00094d|STRG.17963.1:386-1030|+   -            215 109797at50557        -            227   4.9e-41  139.6   0.2   1   1   9.1e-43     6e-41  139.3   0.2     2   160     7   168     6   181 0.93 -
107216at50557_110193_0:000c8b|STRG.4110.1:329-907|+     -            193 109797at50557        -            227   1.1e-36  125.4   0.6   1   1   1.9e-38   1.2e-36  125.2   0.6     2   167     8   178     7   192 0.87 -
104262at50557_103372_0:002a03|STRG.1864.1:184-843|+     -            220 109797at50557        -            227   1.7e-36  124.8   1.3   1   1   3.1e-38   2.1e-36  124.5   1.3     2   161    13   175    12   183 0.93 -
104262at50557_103372_0:002a03|STRG.1864.4:166-825|+     -            220 109797at50557        -            227   1.7e-36  124.8   1.3   1   1   3.1e-38   2.1e-36  124.5   1.3     2   161    13   175    12   183 0.93 -
104262at50557_103372_0:002a03|STRG.1864.3:444-1109|+    -            222 109797at50557        -            227   1.7e-36  124.7   1.3   1   1   3.2e-38   2.1e-36  124.4   1.3     2   161    15   177    14   185 0.93 -
104262at50557_103372_0:002a03|STRG.1864.2:1-1099|+      -            238 109797at50557        -            227     2e-36  124.5   1.3   1   1     4e-38   2.6e-36  124.1   1.3     2   161    31   193    30   201 0.93 -
107216at50557_39758_0:004d90|STRG.13220.1:287-829|+     -            181 109797at50557        -            227   2.4e-36  124.2   0.1   1   1   4.3e-38   2.8e-36  124.0   0.1     2   165     7   173     6   180 0.94 -
107216at50557_103372_0:00094d|STRG.11470.1:140-706|+    -            189 109797at50557        -            227     3e-36  123.9   0.1   1   1   5.3e-38   3.5e-36  123.7   0.1     3   163     1   164     1   180 0.93 -
109573at50557_103372_0:0023c7|STRG.20790.1:492-1145|+   -            218 109797at50557        -            227   1.3e-32  112.0   0.0   1   1   2.7e-34   1.8e-32  111.6   0.0     3   166     6   177     5   184 0.87 -
104262at50557_28612_0:0030d7|STRG.9356.2:135-857|+      -            219 109797at50557        -            227     6e-32  109.9   0.3   1   1   1.1e-33   7.2e-32  109.6   0.3     2   170     5   176     2   188 0.89 -
104262at50557_411798_0:001745|STRG.9356.1:171-815|+     -            215 109797at50557        -            227     1e-31  109.1   0.2   1   1   1.8e-33   1.2e-31  108.9   0.2     3   170     2   172     1   184 0.89 -
106023at50557_456900_0:0019f7|STRG.7520.3:94-741|+      -            216 109797at50557        -            227   1.9e-31  108.2   0.0   1   1   4.5e-33     3e-31  107.6   0.0     7   163    23   182    20   190 0.91 -
106023at50557_456900_0:0019f7|STRG.7520.4:76-726|+      -            217 109797at50557        -            227     2e-31  108.2   0.0   1   1   4.6e-33     3e-31  107.6   0.0     7   163    24   183    21   191 0.91 -
106023at50557_34720_0:001fd2|STRG.7520.1:273-929|+      -            219 109797at50557        -            227     2e-31  108.1   0.0   1   1   4.7e-33   3.1e-31  107.5   0.0     7   163    26   185    23   193 0.91 -
106023at50557_34720_0:001fd2|STRG.7520.2:931-1590|+     -            220 109797at50557        -            227   2.1e-31  108.1   0.0   1   1   4.8e-33   3.1e-31  107.5   0.0     7   163    27   186    24   194 0.91 -
106023at50557_67767_0:00110a|STRG.7520.5:189-857|+      -            223 109797at50557        -            227   2.1e-31  108.1   0.0   1   1     5e-33   3.3e-31  107.5   0.0     7   163    30   189    27   197 0.91 -
107216at50557_7004_0:001b36|STRG.18782.1:536-1099|+     -            188 109797at50557        -            227   5.2e-31  106.8   0.0   1   1   9.1e-33     6e-31  106.6   0.0     2   168     2   170     1   185 0.90 -
107216at50557_13164_0:0032c6|STRG.10268.5:21-533|+      -            171 109797at50557        -            227     6e-31  106.6   0.1   1   1   1.1e-32   6.9e-31  106.4   0.1     9   165     2   162     1   168 0.92 -
107216at50557_7038_0:002032|STRG.10268.4:672-1205|+     -            178 109797at50557        -            227   6.3e-31  106.5   0.0   1   1   1.1e-32   7.2e-31  106.3   0.0     4   162    14   176    11   178 0.91 -
107216at50557_39758_0:004d90|STRG.18782.2:536-1042|+    -            169 109797at50557        -            227   9.3e-31  106.0   0.0   1   1   1.6e-32   1.1e-30  105.8   0.0     2   161     2   163     1   168 0.92 -
129498at50557_103372_0:001a9c|STRG.18542.1:112-810|+    -            233 109797at50557        -            227   2.7e-30  104.5   0.2   1   1   5.4e-32   3.5e-30  104.1   0.2     5   168    10   176     8   205 0.89 -
108755at50557_178035_0:0020de|STRG.861.2:280-906|+      -            209 109797at50557        -            227   8.4e-29   99.6   0.2   1   1   1.6e-30   1.1e-28   99.2   0.2     7   161    14   171    11   183 0.91 -
108755at50557_456900_0:000c82|STRG.861.1:283-938|+      -            214 109797at50557        -            227   9.4e-29   99.4   0.2   1   1   1.8e-30   1.2e-28   99.1   0.2     7   161    14   171    11   181 0.91 -
104262at50557_610380_0:000ef5|STRG.2522.1:390-1010|+    -            207 109797at50557        -            227   1.5e-28   98.7   0.1   1   1   2.8e-30   1.8e-28   98.5   0.1     2   165     1   173     1   186 0.87 -
107216at50557_7038_0:002032|STRG.10268.3:695-1242|+     -            175 109797at50557        -            227     5e-28   97.0   0.0   1   1   8.8e-30   5.7e-28   96.9   0.0     4   162    14   173    11   175 0.90 -
