#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
108755at50557_178035_0:0020de|STRG.861.2:280-906|+      -            209 108755at50557        -            150   2.4e-95  315.3   2.5   1   1   4.5e-97   2.9e-95  315.0   2.5     1   150    11   165    11   165 0.98 -
108755at50557_456900_0:000c82|STRG.861.1:283-938|+      -            214 108755at50557        -            150   2.7e-95  315.1   2.5   1   1   4.8e-97   3.1e-95  314.9   2.5     1   150    11   165    11   165 0.98 -
104262at50557_39758_0:003743|STRG.3946.2:618-1232|+     -            205 108755at50557        -            150   9.9e-41  138.0   1.1   1   1   1.9e-42   1.2e-40  137.7   1.1     4   149     7   157     5   158 0.92 -
104262at50557_51655_0:002f35|STRG.3946.1:567-1199|+     -            211 108755at50557        -            150   1.1e-40  137.9   1.1   1   1   2.1e-42   1.4e-40  137.6   1.1     4   149    24   174    22   175 0.92 -
107216at50557_7038_0:002032|STRG.10268.3:695-1242|+     -            175 108755at50557        -            150   3.5e-40  136.3   0.0   1   1   6.5e-42   4.2e-40  136.0   0.0     4   149    17   165    15   166 0.94 -
104262at50557_411798_0:001745|STRG.8272.1:622-1149|+    -            176 108755at50557        -            150     5e-40  135.7   1.2   1   1   9.5e-42   6.2e-40  135.5   1.2     4   149    13   163    11   164 0.93 -
104262at50557_411798_0:001745|STRG.8272.2:573-1100|+    -            176 108755at50557        -            150     5e-40  135.7   1.2   1   1   9.5e-42   6.2e-40  135.5   1.2     4   149    13   163    11   164 0.93 -
106023at50557_456900_0:0019f7|STRG.7520.3:94-741|+      -            216 108755at50557        -            150   5.4e-40  135.7   0.1   1   1     1e-41   6.6e-40  135.4   0.1     3   149    22   173    20   174 0.94 -
106023at50557_456900_0:0019f7|STRG.7520.4:76-726|+      -            217 108755at50557        -            150   5.5e-40  135.6   0.1   1   1     1e-41   6.7e-40  135.4   0.1     3   149    23   174    21   175 0.94 -
106023at50557_34720_0:001fd2|STRG.7520.1:273-929|+      -            219 108755at50557        -            150   5.6e-40  135.6   0.1   1   1   1.1e-41   6.9e-40  135.3   0.1     3   149    25   176    23   177 0.94 -
106023at50557_34720_0:001fd2|STRG.7520.2:931-1590|+     -            220 108755at50557        -            150   5.7e-40  135.6   0.1   1   1   1.1e-41     7e-40  135.3   0.1     3   149    26   177    24   178 0.94 -
106023at50557_67767_0:00110a|STRG.7520.5:189-857|+      -            223 108755at50557        -            150   5.9e-40  135.5   0.1   1   1   1.1e-41   7.3e-40  135.2   0.1     3   149    29   180    27   181 0.94 -
107216at50557_13164_0:0032c6|STRG.10268.5:21-533|+      -            171 108755at50557        -            150   1.6e-39  134.1   0.1   1   1   2.8e-41   1.8e-39  133.9   0.1     6   149     2   151     1   152 0.91 -
104262at50557_103372_0:002a03|STRG.1864.1:184-843|+     -            220 108755at50557        -            150   2.2e-39  133.7   2.5   1   1   4.4e-41   2.8e-39  133.3   2.5     4   149    18   168    16   169 0.93 -
104262at50557_103372_0:002a03|STRG.1864.4:166-825|+     -            220 108755at50557        -            150   2.2e-39  133.7   2.5   1   1   4.4e-41   2.8e-39  133.3   2.5     4   149    18   168    16   169 0.93 -
104262at50557_103372_0:002a03|STRG.1864.3:444-1109|+    -            222 108755at50557        -            150   2.2e-39  133.7   2.5   1   1   4.5e-41   2.9e-39  133.3   2.5     4   149    20   170    18   171 0.93 -
104262at50557_103372_0:002a03|STRG.1864.2:1-1099|+      -            238 108755at50557        -            150   2.6e-39  133.4   2.5   1   1   5.5e-41   3.6e-39  133.0   2.5     4   149    36   186    34   187 0.93 -
107216at50557_7038_0:002032|STRG.10268.4:672-1205|+     -            178 108755at50557        -            150   3.7e-39  132.9   0.0   1   1     7e-41   4.6e-39  132.6   0.0     4   149    17   168    15   169 0.92 -
104262at50557_132113_0:00109a|STRG.2132.1:239-748|+     -            170 108755at50557        -            150   4.7e-37  126.1   0.2   1   1   8.7e-39   5.6e-37  125.9   0.2     4   150    17   168    15   168 0.94 -
104262at50557_132113_0:00109a|STRG.2132.2:241-750|+     -            170 108755at50557        -            150   4.7e-37  126.1   0.2   1   1   8.7e-39   5.6e-37  125.9   0.2     4   150    17   168    15   168 0.94 -
107216at50557_103372_0:00094d|STRG.11470.1:140-706|+    -            189 108755at50557        -            150   2.9e-36  123.5   0.1   1   1   5.8e-38   3.8e-36  123.2   0.1     4   149     5   155     3   156 0.93 -
104262at50557_411798_0:001745|STRG.9356.1:171-815|+     -            215 108755at50557        -            150   8.1e-36  122.1   1.0   1   1   1.5e-37     1e-35  121.8   1.0     4   149     6   156     3   157 0.90 -
104262at50557_28612_0:0030d7|STRG.9356.2:135-857|+      -            219 108755at50557        -            150   8.5e-36  122.0   1.0   1   1   1.6e-37   1.1e-35  121.7   1.0     4   149    10   160     7   161 0.90 -
107216at50557_110193_0:000c8b|STRG.4110.1:329-907|+     -            193 108755at50557        -            150   6.1e-35  119.3   0.4   1   1   1.4e-36   9.1e-35  118.7   0.4     4   148    13   164    11   166 0.89 -
107216at50557_103372_0:00094d|STRG.17963.1:386-1030|+   -            215 108755at50557        -            150   1.3e-34  118.2   0.2   1   1   2.6e-36   1.7e-34  117.8   0.2     4   149    12   162    10   163 0.92 -
129498at50557_103372_0:001a9c|STRG.18542.1:112-810|+    -            233 108755at50557        -            150     4e-34  116.6   0.3   1   1   9.1e-36   5.9e-34  116.0   0.3     3   149    11   162    10   163 0.94 -
107216at50557_39758_0:004d90|STRG.18782.2:536-1042|+    -            169 108755at50557        -            150   3.6e-33  113.5   0.0   1   1   6.5e-35   4.2e-33  113.3   0.0     4   149     7   156     4   157 0.91 -
107216at50557_7004_0:001b36|STRG.18782.1:536-1099|+     -            188 108755at50557        -            150     5e-33  113.0   0.0   1   1   9.5e-35   6.2e-33  112.7   0.0     4   149     7   156     4   157 0.91 -
107216at50557_39758_0:004d90|STRG.13220.1:287-829|+     -            181 108755at50557        -            150     4e-32  110.1   0.0   1   1   7.9e-34   5.1e-32  109.8   0.0     4   149    12   162    10   163 0.93 -
104262at50557_132113_0:00109a|STRG.8543.1:474-950|+     -            159 108755at50557        -            150   4.8e-32  109.8   0.6   1   1     9e-34   5.8e-32  109.6   0.6     4   149     7   156     5   157 0.89 -
106023at50557_104688_0:002b29|STRG.18617.1:123-659|+    -            179 108755at50557        -            150   1.1e-31  108.6   0.1   1   1   2.2e-33   1.4e-31  108.3   0.1     5   150    18   172    13   172 0.83 -
104262at50557_610380_0:000ef5|STRG.2522.1:390-1010|+    -            207 108755at50557        -            150   1.7e-30  104.8   0.0   1   1   3.4e-32   2.2e-30  104.5   0.0     5   149     7   162     4   163 0.85 -
109573at50557_103372_0:0023c7|STRG.20790.1:492-1145|+   -            218 108755at50557        -            150   2.4e-30  104.3   0.0   1   1   4.9e-32   3.2e-30  103.9   0.0     3   149     9   165     8   166 0.88 -
129498at50557_166361_0:0004c6|STRG.14508.3:185-733|+    -            183 108755at50557        -            150   2.7e-29  100.9   0.0   1   1   5.3e-31   3.4e-29  100.6   0.0     5   142     1   141     1   148 0.90 -
