#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109573at50557_103372_0:0023c7|STRG.20790.1:492-1145|+   -            218 109573at50557        -            185  1.3e-107  356.4   0.0   1   1  2.5e-109  1.6e-107  356.1   0.0     1   182     1   198     1   200 0.96 -
107216at50557_103372_0:00094d|STRG.11470.1:140-706|+    -            189 109573at50557        -            185     1e-50  170.9   0.1   1   1   2.1e-52   1.3e-50  170.6   0.1     7   180     2   186     1   188 0.90 -
107216at50557_39758_0:004d90|STRG.13220.1:287-829|+     -            181 109573at50557        -            185   1.4e-45  154.2   0.0   1   1   2.8e-47   1.8e-45  153.8   0.0     6   165     8   176     5   181 0.91 -
107216at50557_103372_0:00094d|STRG.17963.1:386-1030|+   -            215 109573at50557        -            185   2.2e-45  153.6   0.1   1   1   4.6e-47   2.9e-45  153.2   0.1     5   176     7   187     4   193 0.92 -
104262at50557_51655_0:002f35|STRG.3946.1:567-1199|+     -            211 109573at50557        -            185     1e-40  138.4   0.2   1   1   2.2e-42   1.4e-40  137.9   0.2     4   166    18   189    15   197 0.86 -
104262at50557_39758_0:003743|STRG.3946.2:618-1232|+     -            205 109573at50557        -            185   1.1e-40  138.2   0.1   1   1   2.3e-42   1.4e-40  137.8   0.1     5   169     2   174     1   186 0.85 -
107216at50557_110193_0:000c8b|STRG.4110.1:329-907|+     -            193 109573at50557        -            185   2.5e-39  133.8   0.5   1   1   5.6e-41   3.6e-39  133.3   0.5     4   171     7   185     5   192 0.87 -
104262at50557_132113_0:00109a|STRG.2132.1:239-748|+     -            170 109573at50557        -            185   1.7e-38  131.1   0.1   1   1   3.1e-40     2e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
104262at50557_132113_0:00109a|STRG.2132.2:241-750|+     -            170 109573at50557        -            185   1.7e-38  131.1   0.1   1   1   3.1e-40     2e-38  130.9   0.1     3   154    10   170     8   170 0.87 -
107216at50557_13164_0:0032c6|STRG.10268.5:21-533|+      -            171 109573at50557        -            185   2.8e-37  127.2   0.0   1   1   5.6e-39   3.5e-37  126.8   0.0    12   166     2   166     1   169 0.85 -
104262at50557_411798_0:001745|STRG.8272.1:622-1149|+    -            176 109573at50557        -            185     5e-37  126.3   0.2   1   1   9.2e-39   5.8e-37  126.1   0.2     1   163     4   175     4   176 0.87 -
104262at50557_411798_0:001745|STRG.8272.2:573-1100|+    -            176 109573at50557        -            185     5e-37  126.3   0.2   1   1   9.2e-39   5.8e-37  126.1   0.2     1   163     4   175     4   176 0.87 -
107216at50557_7038_0:002032|STRG.10268.4:672-1205|+     -            178 109573at50557        -            185   3.4e-36  123.6   0.0   1   1   6.6e-38   4.2e-36  123.3   0.0     8   160    15   177    10   178 0.85 -
104262at50557_103372_0:002a03|STRG.1864.1:184-843|+     -            220 109573at50557        -            185   3.7e-36  123.5   0.9   1   1   7.4e-38   4.7e-36  123.2   0.9     3   167    11   184     9   191 0.86 -
104262at50557_103372_0:002a03|STRG.1864.4:166-825|+     -            220 109573at50557        -            185   3.7e-36  123.5   0.9   1   1   7.4e-38   4.7e-36  123.2   0.9     3   167    11   184     9   191 0.86 -
104262at50557_103372_0:002a03|STRG.1864.3:444-1109|+    -            222 109573at50557        -            185   3.9e-36  123.4   0.9   1   1   7.6e-38   4.8e-36  123.1   0.9     3   167    13   186    11   193 0.86 -
104262at50557_103372_0:002a03|STRG.1864.2:1-1099|+      -            238 109573at50557        -            185   4.7e-36  123.1   0.9   1   1   9.6e-38   6.1e-36  122.8   0.9     3   167    29   202    27   209 0.86 -
104262at50557_132113_0:00109a|STRG.8543.1:474-950|+     -            159 109573at50557        -            185   1.1e-35  121.9   0.1   1   1     2e-37   1.2e-35  121.8   0.1     6   153     3   158     1   159 0.87 -
107216at50557_7004_0:001b36|STRG.18782.1:536-1099|+     -            188 109573at50557        -            185   2.6e-35  120.7   0.0   1   1     5e-37   3.1e-35  120.5   0.0     6   165     3   170     1   184 0.86 -
104262at50557_28612_0:0030d7|STRG.9356.2:135-857|+      -            219 109573at50557        -            185   7.1e-35  119.3   0.1   1   1   1.5e-36   9.6e-35  118.9   0.1    10   165    10   174     3   183 0.89 -
104262at50557_411798_0:001745|STRG.9356.1:171-815|+     -            215 109573at50557        -            185   7.8e-35  119.2   0.1   1   1   1.5e-36   9.7e-35  118.9   0.1    10   165     6   170     1   180 0.90 -
107216at50557_39758_0:004d90|STRG.18782.2:536-1042|+    -            169 109573at50557        -            185   8.1e-35  119.1   0.0   1   1   1.5e-36   9.2e-35  118.9   0.0     6   162     3   167     1   169 0.86 -
107216at50557_7038_0:002032|STRG.10268.3:695-1242|+     -            175 109573at50557        -            185   2.2e-34  117.7   0.0   1   1   4.3e-36   2.7e-34  117.4   0.0     8   160    15   174    10   175 0.85 -
106023at50557_456900_0:0019f7|STRG.7520.3:94-741|+      -            216 109573at50557        -            185   2.6e-34  117.4   0.0   1   1   5.2e-36   3.3e-34  117.1   0.0     9   162    22   184    19   214 0.90 -
106023at50557_456900_0:0019f7|STRG.7520.4:76-726|+      -            217 109573at50557        -            185   2.7e-34  117.4   0.0   1   1   5.3e-36   3.3e-34  117.1   0.0     9   162    23   185    20   215 0.90 -
