#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
146677at50557_520822_0:000d68|STRG.882.1:76-414|+      -            113 146677at50557        -            101   1.2e-49  165.9   0.9   1   1   7.8e-52   2.5e-49  164.9   0.9     1   101     5   112     5   112 0.89 -
109756at50557_52612_0:003ea0|STRG.3942.1:302-523|+     -             74 146677at50557        -            101   0.00016   21.0   0.0   1   1   5.8e-07   0.00019   20.8   0.0    56    84     9    37     4    58 0.92 -
41065at50557_7536_0:00279b|STRG.2361.1:311-607|+       -             99 146677at50557        -            101   0.00059   19.2   0.0   1   1   2.5e-06   0.00081   18.7   0.0    56    95     5    44     2    52 0.89 -
74932at50557_222816_0:000a9b|STRG.18149.1:198-1241|+   -            348 146677at50557        -            101   0.00096   18.5   0.0   1   1   5.3e-06    0.0017   17.7   0.0    56    95     7    46     2    54 0.88 -
25981at50557_456900_0:000c28|STRG.8154.1:74-2353|+     -            760 146677at50557        -            101    0.0018   17.6   0.0   1   1   1.5e-05    0.0047   16.3   0.0    39    84    92   137    87   154 0.87 -
125026at50557_454923_0:000298|STRG.18876.1:2049-2438|+ -            130 146677at50557        -            101    0.0038   16.6   0.0   1   1   2.1e-05    0.0066   15.8   0.0    55    87    47    79    30    91 0.90 -
125026at50557_454923_0:000298|STRG.18876.2:1791-2180|+ -            130 146677at50557        -            101    0.0038   16.6   0.0   1   1   2.1e-05    0.0066   15.8   0.0    55    87    47    79    30    91 0.90 -
125026at50557_454923_0:000298|STRG.18876.3:2117-2506|+ -            130 146677at50557        -            101    0.0038   16.6   0.0   1   1   2.1e-05    0.0066   15.8   0.0    55    87    47    79    30    91 0.90 -
109756at50557_103372_0:00251e|STRG.17061.3:182-859|+   -            226 146677at50557        -            101    0.0071   15.7   0.1   1   1   3.2e-05      0.01   15.2   0.1    47    95     5    56     2    65 0.77 -
109756at50557_103372_0:00251e|STRG.17061.2:183-872|+   -            230 146677at50557        -            101    0.0073   15.7   0.1   1   1   3.3e-05     0.011   15.2   0.1    47    95     5    56     2    65 0.77 -
109756at50557_103372_0:00251e|STRG.17061.1:183-926|+   -            248 146677at50557        -            101    0.0082   15.5   0.1   1   1   3.8e-05     0.012   15.0   0.1    47    95     5    56     2    65 0.77 -
109756at50557_378494_0:003794|STRG.12328.1:290-502|+   -             71 146677at50557        -            101    0.0085   15.5   0.1   1   1   4.6e-05     0.015   14.7   0.0    56    84     3    31     2    53 0.90 -
109756at50557_378494_0:003794|STRG.12328.3:264-476|+   -             71 146677at50557        -            101    0.0085   15.5   0.1   1   1   4.6e-05     0.015   14.7   0.0    56    84     3    31     2    53 0.90 -
109756at50557_378494_0:003794|STRG.12328.2:290-475|+   -             62 146677at50557        -            101    0.0087   15.4   0.0   1   1   3.3e-05     0.011   15.2   0.0    56    84     3    31     2    52 0.91 -
100045at50557_103372_0:000fa2|STRG.12907.1:55-1026|+   -            324 146677at50557        -            101    0.0091   15.4   0.2   1   2   0.00013     0.042   13.2   0.0    56    84    12    40     2    58 0.84 -
100045at50557_103372_0:000fa2|STRG.12907.1:55-1026|+   -            324 146677at50557        -            101    0.0091   15.4   0.2   2   2       3.4   1.1e+03   -0.9   0.2    16    48    80   112    68   134 0.74 -
88846at50557_34720_0:00286f|STRG.20725.1:0-1316|+      -            439 146677at50557        -            101    0.0098   15.3   0.0   1   1   0.00012     0.039   13.3   0.0    56    84    49    77    42    81 0.93 -
126448at50557_568069_0:001ed1|STRG.11111.1:122-859|+   -            246 146677at50557        -            101     0.014   14.8   0.0   1   1    0.0001     0.033   13.6   0.0    55    83    19    47     8    63 0.89 -
74932at50557_103372_0:0007c3|STRG.3605.1:11-1126|+     -            372 146677at50557        -            101     0.022   14.1   0.0   1   1   0.00014     0.046   13.1   0.0    54    84    41    71    34    83 0.88 -
41065at50557_133901_0:001440|STRG.17666.1:346-1698|+   -            451 146677at50557        -            101     0.028   13.8   0.2   1   1   0.00028     0.088   12.2   0.2    47    84   344   381   313   395 0.88 -
41065at50557_133901_0:001440|STRG.17666.2:162-1514|+   -            451 146677at50557        -            101     0.028   13.8   0.2   1   1   0.00028     0.088   12.2   0.2    47    84   344   381   313   395 0.88 -
73951at50557_34720_0:00262d|STRG.8218.3:32-1578|+      -            481 146677at50557        -            101     0.028   13.8   0.0   1   1    0.0002     0.063   12.7   0.0    46    83    80   117    76   135 0.88 -
73951at50557_34720_0:00262d|STRG.8218.2:31-1605|+      -            525 146677at50557        -            101     0.031   13.7   0.0   1   1   0.00022     0.069   12.5   0.0    46    83    75   112    70   130 0.89 -
73951at50557_34720_0:00262d|STRG.8218.1:32-1621|+      -            530 146677at50557        -            101     0.032   13.6   0.0   1   1   0.00022     0.071   12.5   0.0    46    83    80   117    76   135 0.88 -
108140at50557_34720_0:001e92|STRG.12922.1:173-2107|+   -            645 146677at50557        -            101     0.035   13.5   0.0   1   2    0.0047       1.5    8.3   0.0    56    84     7    35     4    43 0.92 -
108140at50557_34720_0:001e92|STRG.12922.1:173-2107|+   -            645 146677at50557        -            101     0.035   13.5   0.0   2   2      0.46   1.5e+02    1.9   0.0    63    98   415   449   411   452 0.82 -
108140at50557_34720_0:001e92|STRG.12922.5:575-2509|+   -            645 146677at50557        -            101     0.035   13.5   0.0   1   2    0.0047       1.5    8.3   0.0    56    84     7    35     4    43 0.92 -
108140at50557_34720_0:001e92|STRG.12922.5:575-2509|+   -            645 146677at50557        -            101     0.035   13.5   0.0   2   2      0.46   1.5e+02    1.9   0.0    63    98   415   449   411   452 0.82 -
108140at50557_520822_0:000b46|STRG.12922.2:132-2066|+  -            645 146677at50557        -            101     0.035   13.5   0.0   1   2    0.0047       1.5    8.3   0.0    56    84     7    35     4    43 0.92 -
108140at50557_520822_0:000b46|STRG.12922.2:132-2066|+  -            645 146677at50557        -            101     0.035   13.5   0.0   2   2      0.46   1.5e+02    1.9   0.0    63    98   415   449   411   452 0.82 -
74932at50557_286706_0:00199c|STRG.6574.1:219-1232|+    -            338 146677at50557        -            101     0.061   12.7   0.1   1   1   0.00049      0.16   11.4   0.0    56    84    13    41     2    54 0.87 -
74932at50557_286706_0:00199c|STRG.6574.2:216-1229|+    -            338 146677at50557        -            101     0.061   12.7   0.1   1   1   0.00049      0.16   11.4   0.0    56    84    13    41     2    54 0.87 -
74932at50557_286706_0:00199c|STRG.6574.3:447-1460|+    -            338 146677at50557        -            101     0.061   12.7   0.1   1   1   0.00049      0.16   11.4   0.0    56    84    13    41     2    54 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/146677at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/146677at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/146677at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:03:24 2024
# [ok]
