#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129498at50557_103372_0:001a9c|STRG.18542.1:112-810|+    -            233 129498at50557        -            154   3.8e-84  279.5   4.6   1   1   1.9e-84   1.1e-82  274.7   4.6     1   153    11   179    11   180 0.94 -
106023at50557_456900_0:0019f7|STRG.7520.3:94-741|+      -            216 129498at50557        -            154   3.1e-45  153.1   0.2   1   1   3.1e-46   1.9e-44  150.6   0.2     1   144    22   181    22   189 0.83 -
106023at50557_456900_0:0019f7|STRG.7520.4:76-726|+      -            217 129498at50557        -            154   3.2e-45  153.1   0.2   1   1   3.1e-46   1.9e-44  150.6   0.2     1   144    23   182    23   190 0.83 -
106023at50557_34720_0:001fd2|STRG.7520.1:273-929|+      -            219 129498at50557        -            154   3.3e-45  153.1   0.2   1   1   3.2e-46     2e-44  150.5   0.2     1   144    25   184    25   192 0.83 -
106023at50557_34720_0:001fd2|STRG.7520.2:931-1590|+     -            220 129498at50557        -            154   3.3e-45  153.1   0.2   1   1   3.3e-46     2e-44  150.5   0.2     1   144    26   185    26   193 0.83 -
106023at50557_67767_0:00110a|STRG.7520.5:189-857|+      -            223 129498at50557        -            154   3.5e-45  153.0   0.2   1   1   3.4e-46   2.1e-44  150.5   0.2     1   144    29   188    29   196 0.83 -
104262at50557_411798_0:001745|STRG.9356.1:171-815|+     -            215 129498at50557        -            154   4.8e-38  129.8   0.5   1   1   2.7e-39   1.6e-37  128.1   0.5     2   147     6   167     5   170 0.83 -
104262at50557_28612_0:0030d7|STRG.9356.2:135-857|+      -            219 129498at50557        -            154   5.2e-38  129.7   0.5   1   1   2.9e-39   1.7e-37  128.0   0.5     2   147    10   171     9   174 0.82 -
108755at50557_178035_0:0020de|STRG.861.2:280-906|+      -            209 129498at50557        -            154   2.5e-37  127.5   0.3   1   1   5.7e-39   3.5e-37  127.0   0.3     1   143    13   156    13   174 0.90 -
108755at50557_456900_0:000c82|STRG.861.1:283-938|+      -            214 129498at50557        -            154   2.7e-37  127.3   0.3   1   1   6.2e-39   3.8e-37  126.9   0.3     1   143    13   156    13   174 0.90 -
129498at50557_166361_0:0004c6|STRG.14508.3:185-733|+    -            183 129498at50557        -            154   8.8e-37  125.7   0.1   1   1   5.2e-38   3.1e-36  123.9   0.1     3   121     1   120     1   166 0.81 -
104262at50557_411798_0:001745|STRG.8272.1:622-1149|+    -            176 129498at50557        -            154     1e-36  125.5   1.9   1   1   9.9e-38     6e-36  123.0   1.9     2   145    13   172    12   176 0.84 -
104262at50557_411798_0:001745|STRG.8272.2:573-1100|+    -            176 129498at50557        -            154     1e-36  125.5   1.9   1   1   9.9e-38     6e-36  123.0   1.9     2   145    13   172    12   176 0.84 -
104262at50557_103372_0:002a03|STRG.1864.1:184-843|+     -            220 129498at50557        -            154   1.2e-36  125.2   1.8   1   1   4.1e-37   2.5e-35  121.0   1.8     2   147    18   179    17   186 0.88 -
104262at50557_103372_0:002a03|STRG.1864.4:166-825|+     -            220 129498at50557        -            154   1.2e-36  125.2   1.8   1   1   4.1e-37   2.5e-35  121.0   1.8     2   147    18   179    17   186 0.88 -
104262at50557_103372_0:002a03|STRG.1864.3:444-1109|+    -            222 129498at50557        -            154   1.3e-36  125.2   1.8   1   1   4.2e-37   2.6e-35  120.9   1.8     2   147    20   181    19   188 0.87 -
